,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
3303,0,2,15,10,4,11,3,4,0,0,0,2,38,0
3304,1,2,4,3,2,6,0,4,1,0,0,2,31,1
3305,0,2,8,11,2,9,0,4,1,0,0,2,38,1
3306,0,2,11,9,2,2,0,4,1,0,0,2,38,0
3307,1,2,11,9,6,3,1,4,0,0,3,2,38,1
3308,1,4,9,13,0,11,1,4,0,4,0,3,38,1
3309,0,2,11,9,4,5,2,2,1,0,3,2,38,0
3310,1,2,9,13,2,3,0,4,1,0,0,2,38,0
3311,1,2,2,8,4,0,4,2,0,0,0,2,38,0
3312,1,0,11,9,2,2,0,4,1,0,0,2,38,1
3313,0,2,8,11,4,2,1,4,1,0,0,3,38,0
3314,0,2,6,5,2,2,0,4,1,0,0,2,38,0
3315,1,2,5,4,2,6,0,4,1,0,0,1,38,0
3316,0,2,11,9,0,0,4,2,0,0,0,2,38,0
3317,0,2,11,9,2,6,0,4,1,0,0,2,38,0
3318,1,2,8,11,2,2,0,4,1,0,0,2,38,0
3319,1,2,11,9,4,2,1,4,1,0,0,2,38,0
3320,1,5,11,9,4,7,4,2,0,0,0,2,38,0
3321,1,4,15,10,2,11,0,4,1,0,0,2,38,0
3322,1,2,15,10,2,3,0,4,1,0,0,2,38,1
3323,0,2,11,9,0,0,4,4,0,0,0,2,38,0
3324,2,2,11,9,0,5,1,4,0,0,0,1,38,0
3325,2,1,11,9,2,9,0,4,1,0,0,1,38,1
3326,1,2,1,7,5,6,1,4,1,0,0,2,32,0
3327,1,0,11,9,2,0,0,4,1,0,0,2,38,1
3328,0,2,11,9,4,5,4,2,1,0,0,2,38,0
3329,0,2,15,10,2,11,0,2,1,0,0,2,38,0
3330,0,2,8,11,4,7,2,4,1,0,0,2,12,0
3331,1,2,11,9,0,3,4,4,1,0,0,3,38,0
3332,0,2,11,9,2,2,0,4,1,0,3,2,38,0
3333,0,2,9,13,4,11,1,4,1,0,3,2,38,0
3334,1,2,6,5,2,5,0,4,1,0,0,2,38,0
3335,0,2,15,10,2,11,0,4,1,0,0,1,38,0
3336,1,1,11,9,6,0,4,4,0,0,0,2,38,0
3337,0,4,15,10,2,11,0,4,1,4,0,4,38,1
3338,0,2,11,9,4,7,1,4,1,0,0,1,38,0
3339,1,2,1,7,3,7,4,2,0,0,0,2,22,0
3340,0,4,11,9,2,3,0,1,1,4,0,4,34,0
3341,0,2,1,7,2,4,0,4,1,0,0,2,38,0
3342,0,2,11,9,2,3,0,4,1,0,0,2,38,1
3343,1,2,15,10,2,9,5,4,0,4,0,0,38,1
3344,0,2,15,10,4,7,3,4,1,0,0,2,38,0
3345,0,2,15,10,2,2,0,4,1,0,0,2,38,1
3346,0,2,15,10,2,3,5,4,0,0,0,2,38,1
3347,0,2,6,5,2,2,0,4,1,0,0,2,25,0
3348,0,1,11,9,2,5,5,4,0,4,0,2,38,1
3349,1,2,15,10,0,0,4,4,0,0,0,1,38,0
3350,1,1,11,9,2,0,0,4,1,0,3,2,38,1
3351,0,2,9,13,2,3,0,4,1,0,0,2,38,0
3352,0,2,15,10,4,0,2,2,0,0,0,2,38,0
3353,2,2,11,9,6,0,1,4,0,0,0,1,38,0
3354,1,2,15,10,2,3,0,4,1,0,0,2,38,0
3355,0,4,2,8,4,11,3,4,1,0,0,2,38,0
3356,0,2,11,9,2,6,0,4,1,0,3,3,38,0
3357,0,1,9,13,4,9,3,4,0,0,0,0,38,0
3358,1,2,11,9,2,3,0,4,1,0,0,2,38,1
3359,0,2,11,9,4,11,3,4,1,0,0,2,38,0
3360,0,4,8,11,2,13,0,4,1,0,0,3,38,1
3361,0,2,15,10,4,5,1,2,1,0,0,1,38,0
3362,0,2,1,7,0,7,4,4,0,0,0,1,38,0
3363,0,4,11,9,3,7,4,4,0,0,0,2,38,0
3364,0,2,2,8,2,5,0,4,1,0,0,1,38,0
3365,0,5,15,10,2,3,5,4,0,0,0,2,38,1
3366,0,2,11,9,4,11,1,4,0,0,0,3,38,0
3367,0,2,9,13,4,3,1,4,1,0,0,2,38,0
3368,0,5,15,10,4,7,3,4,0,0,0,0,38,0
3369,0,2,11,9,4,6,3,2,0,0,0,2,38,0
3370,0,2,15,10,4,7,3,4,1,0,0,2,23,0
3371,0,2,9,13,2,11,0,4,1,0,0,2,38,1
3372,1,2,0,6,6,6,4,2,0,0,0,2,38,0
3373,0,2,11,9,4,2,3,4,1,4,0,1,38,0
3374,0,2,0,6,2,2,0,4,1,4,0,2,38,0
3375,0,2,9,13,4,11,1,4,1,0,0,1,38,0
3376,0,1,7,12,2,0,0,1,1,0,0,2,38,0
3377,0,2,11,9,2,11,5,4,0,0,0,1,38,0
3378,0,2,1,7,4,2,1,4,1,0,0,2,38,0
3379,1,1,12,14,2,0,2,4,0,0,3,2,38,1
3380,2,2,11,9,6,7,4,4,0,0,0,1,38,0
3381,2,2,11,9,2,11,0,4,1,0,0,1,38,0
3382,0,2,11,9,0,2,4,4,1,0,0,2,38,0
3383,0,2,9,13,2,11,0,4,1,0,3,2,38,1
3384,0,2,11,9,2,7,3,4,0,0,0,0,38,0
3385,0,5,9,13,4,3,3,4,1,0,0,1,38,0
3386,0,2,8,11,0,2,1,4,1,0,0,2,38,0
3387,1,2,9,13,0,3,4,4,1,4,0,2,38,1
3388,0,2,15,10,4,7,4,4,0,0,0,1,38,0
3389,2,4,5,4,2,4,0,4,1,0,0,4,38,0
3390,1,1,15,10,2,10,0,4,1,0,0,2,38,1
3391,0,4,7,12,0,11,1,4,1,0,0,2,38,0
3392,0,2,11,9,4,6,2,2,1,0,0,2,38,0
3393,0,2,11,9,2,2,0,4,1,0,0,2,38,0
3394,1,2,15,10,2,0,0,4,1,0,0,1,38,0
3395,0,0,11,9,2,0,0,4,1,0,0,2,38,0
3396,0,2,15,10,4,7,1,4,1,0,0,1,38,0
3397,1,1,9,13,2,9,5,4,0,0,0,2,38,1
3398,1,2,11,9,6,0,1,4,0,0,0,2,8,0
3399,1,2,15,10,6,12,4,4,0,0,0,2,38,0
3400,0,2,11,9,4,0,1,4,0,0,0,1,38,0
3401,0,1,15,10,4,10,3,4,1,0,0,2,38,0
3402,3,2,2,8,6,11,1,4,0,0,0,1,38,0
3403,0,2,11,9,0,7,4,4,0,0,0,1,38,0
3404,0,2,6,5,4,5,3,4,0,0,0,2,38,0
3405,0,2,15,10,4,11,1,4,0,0,0,2,38,0
3406,0,2,8,11,4,2,1,4,1,0,0,2,38,0
3407,0,2,6,5,3,11,1,4,0,0,0,1,38,0
3408,0,2,6,5,4,13,4,3,1,0,0,2,7,0
3409,0,2,15,10,5,6,1,2,1,0,0,2,38,0
3410,1,2,11,9,0,11,1,4,0,0,0,2,38,0
3411,0,2,9,13,2,11,0,4,1,4,0,2,38,1
3412,0,5,8,11,0,3,4,4,0,0,0,2,38,0
3413,0,2,15,10,4,11,3,4,0,0,0,1,38,0
3414,0,2,11,9,2,2,0,4,1,0,0,2,38,0
3415,0,2,11,9,4,11,3,4,1,0,0,1,38,0
3416,0,4,12,14,2,9,0,1,1,0,0,2,38,0
3417,2,3,11,9,6,3,1,4,1,0,0,4,38,1
3418,0,2,8,11,2,6,0,4,1,0,0,2,38,1
3419,0,2,15,10,4,5,3,4,1,0,0,2,38,0
3420,0,2,15,10,0,8,1,4,0,0,0,1,38,0
3421,1,2,11,9,0,2,1,4,0,4,0,2,38,1
3422,2,3,12,14,2,11,0,4,1,4,0,3,38,1
3423,0,2,9,13,2,0,5,1,0,0,0,2,29,0
3424,0,0,15,10,2,12,0,2,1,0,0,2,38,0
3425,0,2,15,10,4,7,3,4,0,0,0,1,38,0
3426,2,2,11,9,0,6,3,4,0,0,0,2,38,0
3427,0,2,15,10,5,3,3,2,0,0,0,2,38,0
3428,0,2,0,6,4,6,4,4,0,0,0,2,38,0
3429,0,2,8,11,4,7,3,4,0,0,0,2,38,0
3430,0,2,15,10,4,7,3,2,1,0,0,2,38,0
3431,0,2,7,12,0,13,4,4,0,0,0,1,38,0
3432,0,5,15,10,2,10,3,2,1,0,0,2,38,0
3433,1,2,12,14,2,12,0,1,1,0,0,2,38,1
3434,0,2,11,9,4,0,1,2,0,0,0,1,27,0
3435,0,1,15,10,4,9,3,4,1,0,0,1,38,0
3436,0,2,12,14,0,7,1,4,0,0,0,2,38,1
3437,1,2,15,10,0,9,1,4,0,0,0,2,38,0
3438,0,2,11,9,0,6,3,4,1,0,0,2,38,0
3439,0,4,11,9,4,4,1,4,1,0,3,1,38,0
3440,0,2,1,7,2,2,0,4,1,4,0,2,38,0
3441,0,4,14,15,4,9,3,4,1,0,3,2,38,1
3442,1,4,15,10,2,4,0,4,1,0,3,4,38,1
3443,1,2,1,7,2,13,0,2,1,0,3,2,38,0
3444,0,2,11,9,4,2,3,4,1,0,0,2,38,0
3445,0,2,11,9,2,11,0,2,1,4,0,1,38,0
3446,0,2,15,10,2,2,0,4,1,0,0,2,38,1
3447,0,1,15,10,2,10,0,4,1,0,0,3,38,0
3448,2,1,15,10,0,0,1,4,0,0,0,2,38,0
3449,1,0,11,9,0,2,1,4,1,0,0,2,38,0
3450,2,2,2,8,6,0,4,4,0,0,0,1,25,0
3451,0,2,11,9,4,7,3,2,0,0,0,0,38,0
3452,0,2,4,3,2,6,0,4,1,0,0,2,25,0
3453,1,2,15,10,0,9,1,4,1,0,3,2,38,0
3454,2,2,11,9,2,9,0,4,1,0,0,1,38,0
3455,1,5,10,16,2,9,0,4,1,0,0,2,38,1
3456,2,2,0,6,2,2,0,4,1,0,0,2,38,0
3457,0,2,1,7,4,9,3,4,0,0,0,0,38,0
3458,1,2,11,9,2,2,0,4,1,0,0,2,38,1
3459,2,2,5,4,2,6,5,4,0,4,0,2,1,0
3460,2,5,10,16,3,9,1,4,1,0,0,0,38,1
3461,1,2,9,13,2,3,0,4,1,0,0,3,38,1
3462,0,4,15,10,4,4,1,4,1,0,0,2,38,0
3463,0,4,9,13,2,11,0,4,1,0,0,2,38,0
3464,0,2,11,9,2,6,0,4,1,0,0,2,38,0
3465,0,2,15,10,5,13,1,2,0,0,0,2,38,1
3466,0,2,11,9,4,7,4,4,0,0,0,1,38,0
3467,0,2,8,11,0,12,1,4,0,0,0,2,38,0
3468,1,4,11,9,2,7,0,4,1,0,0,2,38,0
3469,0,5,15,10,4,3,3,2,1,0,0,2,38,0
3470,1,2,11,9,0,7,4,4,0,0,0,1,38,0
3471,0,2,9,13,4,3,3,4,1,0,0,1,38,0
3472,1,2,11,9,0,7,1,4,0,0,0,1,38,0
3473,0,1,15,10,2,10,0,4,1,0,0,2,38,1
3474,1,2,11,9,0,0,1,4,0,0,0,2,38,0
3475,1,2,15,10,0,3,1,4,1,0,0,2,38,0
3476,0,5,9,13,4,9,3,1,0,0,0,0,38,0
3477,0,2,1,7,4,7,2,4,1,0,0,1,38,0
3478,0,2,15,10,4,7,4,4,0,0,0,1,23,0
3479,1,5,9,13,2,10,0,4,1,0,0,3,38,1
3480,1,5,7,12,4,2,1,4,1,0,0,2,38,0
3481,0,2,9,13,4,3,1,4,1,0,0,2,38,0
3482,1,2,12,14,2,9,0,4,1,0,0,2,38,1
3483,0,2,9,13,2,9,0,4,1,0,0,2,38,1
3484,0,2,15,10,2,6,0,4,1,0,0,2,38,0
3485,0,2,11,9,2,13,0,4,1,0,3,2,38,1
3486,1,1,14,15,4,9,1,4,1,0,0,2,38,1
3487,0,2,9,13,4,6,1,4,1,0,0,2,38,0
3488,1,1,9,13,2,9,2,2,0,0,0,2,38,0
3489,1,2,9,13,2,3,0,4,1,0,0,2,38,0
3490,2,5,10,16,2,9,0,4,1,0,0,2,38,1
3491,0,1,15,10,3,9,3,2,1,0,0,2,38,0
3492,2,2,9,13,4,9,1,4,1,4,0,3,38,0
3493,0,4,0,6,4,2,3,4,1,0,0,2,8,0
3494,0,2,15,10,4,7,3,4,1,0,0,1,38,0
3495,1,2,11,9,2,2,0,4,1,0,0,2,38,0
3496,0,2,1,7,4,11,3,4,0,0,0,0,38,0
3497,0,2,11,9,2,0,5,4,0,0,0,2,38,0
3498,1,2,11,9,2,13,0,4,1,0,0,2,38,0
3499,1,2,11,9,0,13,4,4,0,0,0,1,38,0
3500,0,2,11,9,4,0,4,4,0,0,0,2,38,0
3501,0,2,9,13,4,11,1,4,0,0,0,2,38,0
3502,0,2,9,13,2,3,0,4,1,0,0,2,38,1
3503,1,3,15,10,2,3,0,4,1,4,0,3,38,1
3504,2,2,9,13,0,3,1,4,0,0,0,2,38,0
3505,1,2,15,10,0,0,4,4,0,0,0,2,38,0
3506,1,2,12,14,0,3,4,4,1,4,0,2,38,1
3507,2,2,8,11,2,2,0,4,1,4,0,2,38,0
3508,0,2,15,10,3,7,4,4,0,0,0,1,28,0
3509,0,2,11,9,4,11,3,4,1,0,0,1,38,0
3510,0,2,15,10,4,11,3,2,0,0,0,1,38,0
3511,0,2,11,9,4,7,4,4,0,0,0,2,38,0
3512,0,2,11,9,2,6,0,4,1,0,0,2,38,0
3513,0,2,15,10,4,2,1,4,1,0,0,2,38,0
3514,1,2,15,10,2,0,0,4,1,0,0,2,38,0
3515,1,2,11,9,0,13,1,4,1,0,0,2,38,0
3516,0,2,1,7,2,2,0,4,1,0,0,2,38,0
3517,0,2,11,9,2,6,2,4,0,0,0,2,25,0
3518,1,2,11,9,2,13,0,4,1,0,0,3,38,1
3519,0,2,11,9,2,11,0,4,1,0,0,2,38,1
3520,1,2,15,10,0,0,4,4,0,0,0,1,38,0
3521,1,0,11,9,2,6,0,4,1,0,0,2,38,0
3522,0,2,11,9,4,0,1,4,0,0,0,1,38,0
3523,0,2,15,10,4,7,1,4,0,0,0,1,38,0
3524,0,3,15,10,4,3,3,4,1,0,0,2,38,0
3525,1,2,9,13,2,9,0,4,1,0,3,2,38,1
3526,0,2,11,9,4,13,1,4,1,0,0,2,38,0
3527,1,2,15,10,2,13,0,4,1,0,0,3,38,1
3528,1,2,10,16,0,9,1,4,1,0,0,2,38,0
3529,0,2,10,16,2,9,0,4,1,0,0,2,38,1
3530,1,2,11,9,0,2,1,4,1,0,0,2,38,0
3531,2,1,5,4,2,7,0,4,1,0,0,0,1,0
3532,0,2,9,13,2,11,0,4,1,0,0,2,38,0
3533,0,2,0,6,4,13,3,4,1,0,0,2,38,0
3534,0,2,9,13,0,9,4,4,0,0,0,2,38,0
3535,0,2,11,9,4,2,3,4,1,0,0,2,38,0
3536,1,2,11,9,2,11,0,4,1,0,0,2,38,1
3537,2,0,7,12,2,10,0,2,1,0,0,2,38,0
3538,0,2,6,5,0,7,3,4,0,0,0,1,38,0
3539,0,2,9,13,4,3,1,4,1,0,0,2,38,0
3540,1,2,11,9,2,2,0,4,1,0,3,2,38,1
3541,1,2,15,10,0,9,4,4,0,0,0,2,38,0
3542,0,2,15,10,4,12,1,4,1,0,0,2,38,0
3543,0,2,9,13,4,11,4,2,0,0,0,2,38,0
3544,0,2,11,9,4,7,4,2,0,0,0,2,38,0
3545,0,4,9,13,2,4,0,4,1,0,0,3,38,0
3546,0,2,15,10,0,0,1,4,0,0,0,2,38,0
3547,1,1,1,7,0,5,4,0,1,0,0,2,38,0
3548,0,2,9,13,2,3,0,4,1,0,0,2,38,0
3549,0,2,15,10,0,0,4,4,0,0,0,2,38,0
3550,0,2,11,9,2,3,0,4,1,0,0,2,38,0
3551,1,2,11,9,2,13,0,4,1,0,0,2,38,0
3552,0,2,2,8,4,11,3,4,0,0,0,0,38,0
3553,1,4,9,13,6,11,4,4,1,0,0,3,38,0
3554,0,1,15,10,2,0,3,4,0,0,0,2,38,0
3555,2,4,12,14,2,11,0,4,1,4,0,2,38,1
3556,2,2,1,7,0,5,1,4,1,0,0,1,38,0
3557,0,2,15,10,4,7,3,2,0,0,0,2,38,0
3558,0,2,15,10,2,3,0,2,1,0,0,2,38,0
3559,0,2,11,9,4,6,3,4,1,0,0,2,38,0
3560,1,2,1,7,2,2,0,4,1,0,0,1,38,1
3561,0,2,11,9,0,2,1,4,1,0,0,2,38,0
3562,0,2,15,10,4,7,3,4,1,0,0,1,38,0
3563,1,3,11,9,2,11,0,4,1,0,0,2,38,1
3564,0,2,11,9,0,13,1,4,1,0,0,2,38,0
3565,0,2,15,10,4,7,3,4,0,0,0,0,38,0
3566,1,2,11,9,2,9,3,4,0,0,0,2,38,0
3567,1,4,6,5,2,13,0,4,1,0,0,2,38,0
3568,0,2,11,9,0,0,4,4,0,0,0,2,38,0
3569,0,4,15,10,2,3,0,4,1,0,3,2,38,1
3570,1,2,4,3,2,4,0,4,1,0,0,2,25,0
3571,0,2,2,8,0,6,3,4,0,0,0,2,38,0
3572,2,0,15,10,2,0,0,4,1,0,0,2,38,1
3573,1,2,11,9,6,0,4,4,0,0,0,2,38,0
3574,1,2,15,10,2,13,0,2,1,0,0,2,38,1
3575,0,2,1,7,0,5,1,4,1,0,0,2,38,0
3576,1,4,11,9,2,2,0,4,1,0,0,2,38,0
3577,0,2,11,9,4,11,3,4,0,0,0,1,38,0
3578,1,2,9,13,2,9,0,4,1,0,0,2,21,0
3579,0,1,15,10,2,9,0,2,1,0,0,2,38,1
3580,1,4,11,9,2,4,0,4,1,0,3,2,38,0
3581,1,2,15,10,0,12,4,2,0,0,0,1,38,0
3582,2,2,0,6,0,6,1,4,0,0,0,2,38,0
3583,0,2,7,12,4,3,2,4,0,0,0,2,38,0
3584,1,5,9,13,4,9,1,4,1,0,0,2,38,0
3585,0,2,11,9,2,7,5,4,0,0,0,2,38,0
3586,1,2,15,10,0,11,1,4,0,0,0,1,38,1
3587,0,2,15,10,4,11,3,4,0,0,0,1,38,0
3588,1,4,15,10,2,3,0,4,1,0,0,2,38,0
3589,2,4,11,9,2,4,0,4,1,0,0,2,38,0
3590,1,2,11,9,2,6,0,0,1,0,0,2,38,1
3591,0,2,8,11,2,9,0,4,1,0,0,2,38,1
3592,1,2,15,10,0,7,4,4,1,0,0,2,38,0
3593,0,2,11,9,4,7,1,4,1,0,0,2,38,0
3594,0,2,9,13,2,3,5,4,0,0,0,2,38,0
3595,1,3,12,14,2,3,0,4,1,0,3,3,21,1
3596,0,2,11,9,4,2,1,2,1,0,0,2,38,0
3597,0,2,8,11,4,7,1,4,1,0,0,2,38,0
3598,0,1,15,10,4,9,3,4,0,0,0,1,38,0
3599,0,1,11,9,2,10,0,2,1,0,0,2,38,1
3600,1,2,15,10,0,3,4,4,0,0,0,2,38,0
3601,0,2,11,9,4,0,1,4,0,0,0,1,38,0
3602,2,2,14,15,2,9,0,4,1,4,0,3,38,1
3603,0,1,9,13,4,0,3,4,1,0,0,0,38,0
3604,0,2,15,10,2,11,0,4,1,0,0,2,38,0
3605,0,2,15,10,4,7,3,4,0,0,0,1,38,0
3606,0,2,11,9,0,2,3,4,1,0,0,2,38,0
3607,0,2,11,9,4,7,1,2,1,0,0,2,13,0
3608,0,2,15,10,4,11,1,4,1,0,0,1,38,0
3609,2,4,11,9,6,4,4,4,1,0,0,3,38,0
3610,0,2,9,13,4,9,3,4,1,0,0,1,38,0
3611,1,2,15,10,2,13,0,4,1,0,0,3,38,0
3612,1,2,12,14,2,11,0,4,1,0,0,2,19,0
3613,2,2,11,9,0,0,2,4,0,0,0,2,38,0
3614,1,2,15,10,3,11,1,4,0,0,0,2,38,0
3615,0,3,2,8,4,4,3,4,1,0,0,0,38,0
3616,1,2,11,9,2,2,0,4,1,4,0,2,38,1
3617,0,2,11,9,2,5,0,4,1,0,0,2,38,0
3618,0,2,1,7,4,7,4,2,0,0,0,2,38,0
3619,1,4,9,13,0,11,1,4,1,0,0,2,38,0
3620,0,2,11,9,4,0,1,2,1,0,0,1,38,0
3621,2,2,15,10,2,3,0,4,1,4,0,2,38,0
3622,1,2,9,13,2,9,0,4,1,0,0,2,38,1
3623,1,4,4,3,2,7,0,4,1,0,0,2,38,1
3624,0,2,15,10,2,2,0,4,1,0,0,2,38,0
3625,0,2,8,11,4,7,4,4,0,0,0,0,38,0
3626,1,0,1,7,4,7,2,2,1,0,0,2,38,0
3627,0,2,9,13,0,0,4,4,0,0,0,0,38,0
3628,0,2,11,9,4,0,3,1,1,0,3,2,29,0
3629,0,2,0,6,4,11,3,4,0,0,0,0,38,0
3630,0,2,11,9,4,2,3,4,1,0,0,2,38,0
3631,1,3,11,9,4,7,1,4,0,0,0,3,38,0
3632,0,1,9,13,0,9,1,4,1,0,0,2,38,0
3633,0,2,15,10,4,0,3,4,0,0,0,1,38,0
3634,1,2,11,9,4,5,4,2,0,0,0,1,38,0
3635,0,2,9,13,4,11,1,4,0,0,0,2,38,0
3636,1,1,9,13,2,3,0,4,1,0,0,2,38,1
3637,1,2,9,13,2,11,0,4,1,0,0,2,38,1
3638,1,5,11,9,2,13,0,4,1,0,0,2,38,0
3639,0,2,11,9,2,2,0,4,1,0,0,2,38,0
3640,1,1,12,14,2,9,0,4,1,0,0,2,38,1
3641,0,4,11,9,0,2,3,4,1,0,0,1,38,0
3642,1,2,11,9,2,2,0,4,1,0,0,2,38,1
3643,0,2,15,10,4,7,1,4,1,0,0,2,38,0
3644,0,2,15,10,4,0,3,2,1,0,0,2,38,0
3645,1,2,11,9,2,11,0,4,1,0,0,2,38,1
3646,1,5,11,9,2,0,5,4,0,0,0,2,38,1
3647,2,2,11,9,2,11,0,4,1,4,0,2,38,1
3648,1,2,5,4,2,2,0,2,1,0,0,2,38,0
3649,1,5,12,14,2,3,0,4,1,0,0,2,38,1
3650,0,2,1,7,4,6,3,0,1,0,0,2,38,0
3651,1,2,15,10,2,2,0,4,1,0,0,2,38,0
3652,1,2,11,9,4,7,3,4,1,0,0,2,38,0
3653,1,3,12,14,2,3,0,4,1,0,0,2,38,1
3654,0,2,11,9,0,3,1,4,1,0,0,3,38,0
3655,1,2,12,14,0,9,1,4,1,0,0,1,38,0
3656,1,2,11,9,2,2,0,4,1,0,0,3,38,1
3657,0,4,1,7,2,4,0,4,1,0,0,3,38,0
3658,0,2,9,13,4,9,3,4,0,0,0,2,38,0
3659,1,3,10,16,4,9,1,4,1,4,0,2,38,1
3660,0,2,8,11,5,9,1,4,1,0,0,2,38,0
3661,2,2,15,10,4,6,1,2,0,0,0,2,38,0
3662,1,2,11,9,2,2,0,3,1,0,0,2,32,0
3663,1,2,11,9,6,12,1,4,1,0,0,2,38,0
3664,1,3,8,11,4,2,3,4,1,0,0,2,38,0
3665,1,2,15,10,2,0,5,4,0,4,0,2,38,1
3666,0,2,0,6,2,2,0,4,1,0,0,2,38,0
3667,2,2,15,10,4,3,1,4,0,0,0,2,38,0
3668,0,2,8,11,2,2,0,4,1,0,0,2,38,0
3669,0,2,11,9,4,7,3,4,1,4,0,1,38,0
3670,0,2,3,2,5,8,2,4,0,0,0,1,25,0
3671,1,0,11,9,4,0,3,4,1,0,0,2,38,0
3672,0,2,15,10,4,0,1,4,0,0,0,2,38,0
3673,1,2,11,9,2,2,0,4,1,0,0,2,38,0
3674,1,2,11,9,0,9,1,4,0,0,0,2,38,0
3675,1,4,9,13,2,11,0,4,1,0,0,2,38,1
3676,0,0,15,10,2,10,0,4,1,0,0,2,38,1
3677,2,2,11,9,2,11,0,4,1,0,0,2,38,1
3678,1,2,11,9,2,13,0,4,1,0,0,1,38,1
3679,1,1,12,14,2,9,0,4,1,0,0,2,38,1
3680,0,2,9,13,4,12,1,4,1,0,0,2,38,0
3681,1,2,9,13,2,6,0,4,1,0,0,2,1,1
3682,0,2,15,10,4,7,1,4,1,4,0,2,38,0
3683,0,2,9,13,4,0,3,2,1,0,0,1,38,0
3684,1,2,12,14,2,3,0,2,1,0,0,2,22,0
3685,0,2,3,2,4,4,1,4,1,0,0,2,25,0
3686,0,2,11,9,2,6,0,4,1,0,0,2,38,0
3687,1,4,9,13,2,4,0,4,1,0,0,3,38,1
3688,0,2,15,10,2,9,0,4,1,0,3,2,38,0
3689,1,0,15,10,0,3,1,4,1,0,0,2,38,0
3690,0,2,11,9,2,3,0,4,1,0,0,1,38,0
3691,1,5,10,16,0,9,1,4,1,0,0,1,38,0
3692,1,2,1,7,2,6,0,4,1,0,0,2,38,0
3693,0,0,15,10,2,0,0,1,1,0,0,2,38,1
3694,0,2,9,13,4,7,1,4,1,0,0,2,38,0
3695,1,2,14,15,0,9,4,4,0,4,0,1,38,1
3696,2,2,9,13,2,9,0,4,1,4,0,4,38,1
3697,0,2,15,10,4,7,3,4,0,0,0,2,38,0
3698,2,4,9,13,2,3,0,4,1,0,0,2,38,1
3699,0,2,9,13,0,9,4,1,0,0,0,1,29,0
3700,1,2,9,13,2,2,0,4,1,0,0,2,38,1
3701,0,2,15,10,0,0,4,4,0,0,0,2,38,0
3702,1,2,8,11,2,3,0,4,1,0,0,2,38,0
3703,1,2,11,9,0,6,1,4,0,0,0,2,38,0
3704,1,4,14,15,2,9,5,4,0,0,0,0,38,1
3705,0,2,9,13,4,3,3,4,1,4,0,2,38,0
3706,0,2,12,14,4,11,1,4,0,0,0,2,38,0
3707,0,2,12,14,2,3,0,4,1,0,0,2,38,1
3708,0,5,8,11,2,11,0,4,1,0,0,2,38,1
3709,0,5,11,9,2,2,0,2,1,0,0,2,38,0
3710,0,2,11,9,2,6,2,1,1,0,3,2,2,0
3711,1,2,11,9,0,7,1,4,1,0,0,4,38,0
3712,1,5,10,16,2,9,0,4,1,4,0,2,38,1
3713,0,2,8,11,0,0,4,4,0,0,0,2,38,0
3714,0,2,11,9,4,2,3,4,1,0,0,2,38,0
3715,2,2,12,14,2,9,0,4,1,0,0,0,38,0
3716,1,2,9,13,4,11,3,4,0,0,0,2,38,0
3717,0,2,11,9,4,7,1,4,0,0,3,1,38,0
3718,0,2,8,11,2,3,0,4,1,0,0,2,38,1
3719,1,2,15,10,2,11,0,1,1,0,0,3,38,0
3720,0,2,15,10,4,7,3,4,1,0,0,0,10,0
3721,0,2,9,13,4,9,3,4,0,0,0,1,38,0
3722,1,4,8,11,2,4,0,4,1,0,0,2,38,1
3723,0,2,9,13,2,3,0,1,1,0,0,3,38,1
3724,0,2,9,13,4,9,1,4,0,0,0,2,38,0
3725,0,2,15,10,2,3,0,4,1,0,0,2,38,1
3726,0,2,8,11,2,0,0,4,1,0,0,2,4,0
3727,2,3,15,10,6,3,4,4,0,0,0,3,38,0
3728,0,3,14,15,2,9,5,4,0,0,0,4,38,1
3729,1,2,15,10,2,0,0,4,1,4,0,2,38,1
3730,1,2,15,10,2,9,0,4,1,0,0,2,38,0
3731,0,2,15,10,4,2,3,4,1,0,0,2,38,0
3732,1,2,15,10,5,11,4,4,0,0,0,2,38,0
3733,0,2,11,9,4,2,3,4,1,0,0,2,38,0
3734,1,3,12,14,2,9,0,4,1,0,0,3,38,1
3735,0,2,9,13,2,5,0,4,1,0,0,2,38,1
3736,1,2,11,9,2,2,0,4,1,4,0,2,38,1
3737,0,2,11,9,2,2,0,4,1,0,0,2,38,0
3738,2,2,3,2,2,7,0,1,1,0,0,2,29,0
3739,1,2,11,9,0,5,1,4,0,0,0,2,38,0
3740,1,2,11,9,0,2,1,4,1,0,0,2,38,1
3741,0,2,11,9,2,6,0,4,1,0,0,2,38,0
3742,0,2,11,9,2,11,0,2,1,0,0,1,38,0
3743,1,2,11,9,0,12,4,4,0,0,0,1,38,0
3744,0,2,9,13,4,9,1,4,1,0,0,2,38,0
3745,0,2,1,7,2,6,0,4,1,0,0,2,38,0
3746,0,2,12,14,2,11,0,4,1,0,0,2,38,1
3747,0,4,6,5,6,7,4,4,0,0,0,1,38,0
3748,1,2,11,9,2,2,0,4,1,0,0,2,38,0
3749,1,2,11,9,2,3,0,4,1,0,0,2,38,0
3750,1,2,5,4,2,2,0,4,1,0,0,2,21,1
3751,1,2,11,9,0,7,1,4,0,0,0,2,38,0
