,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
408,2,2,11,9,2,3,0,4,1,0,0,1,38,0,[1]
409,1,2,9,13,2,6,5,4,0,0,0,0,38,0,[1]
410,1,2,7,12,2,11,0,4,1,0,0,0,38,0,[1]
411,1,1,12,14,2,9,0,4,1,0,0,0,38,1,[0]
412,0,2,9,13,2,11,0,4,1,0,0,0,38,1,[0]
413,1,2,8,11,2,12,0,4,1,0,0,0,38,0,[1]
414,1,2,9,13,2,9,0,4,1,0,0,0,38,1,[0]
415,1,1,11,9,2,3,0,4,1,0,0,0,38,1,[0]
416,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
417,2,4,9,13,2,3,0,4,1,0,0,1,38,1,[0]
418,2,2,9,13,2,6,0,4,1,0,0,0,18,0,[1]
419,2,4,11,9,2,2,0,1,1,0,0,0,38,0,[1]
420,2,5,15,10,2,10,0,4,1,0,0,0,38,1,[0]
421,1,2,9,13,2,12,0,4,1,0,0,0,38,1,[0]
422,1,2,9,13,2,3,0,4,1,0,0,1,38,1,[0]
423,1,2,12,14,2,3,0,4,1,0,0,0,4,1,[0]
424,1,2,11,9,2,7,5,4,0,0,0,0,38,1,[0]
425,1,5,12,14,2,9,0,4,1,0,0,1,38,1,[0]
426,1,3,10,16,2,9,0,4,1,0,0,1,38,0,[1]
427,2,3,15,10,2,3,0,4,1,0,0,1,38,0,[1]
428,1,0,9,13,2,0,0,1,1,0,0,0,38,0,[1]
429,1,2,14,15,4,9,3,4,1,0,0,0,38,1,[0]
430,1,1,15,10,2,10,0,4,1,0,0,0,38,1,[0]
431,1,1,15,10,2,10,0,4,1,0,0,1,38,0,[1]
432,0,2,8,11,4,2,4,4,1,0,0,0,38,1,[0]
433,1,2,15,10,2,5,0,4,1,0,0,0,25,0,[1]
434,1,2,11,9,2,6,0,4,1,0,0,0,38,1,[0]
435,1,0,15,10,2,3,0,2,1,0,0,0,38,0,[1]
436,2,2,15,10,2,3,0,4,1,0,0,1,38,1,[0]
437,1,2,9,13,2,9,0,4,1,0,0,1,38,0,[1]
438,1,2,7,12,0,7,1,4,1,0,0,0,38,0,[1]
439,2,5,15,10,2,7,0,2,1,0,0,0,38,0,[1]
440,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
441,1,2,9,13,2,3,0,4,1,0,0,1,38,0,[1]
442,1,2,11,9,2,6,0,4,1,0,0,0,38,0,[1]
443,1,2,7,12,2,2,0,4,1,0,0,0,38,1,[0]
444,1,2,11,9,2,11,0,4,1,0,0,0,38,1,[0]
445,2,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
446,1,2,15,10,0,6,4,4,1,0,0,0,38,0,[1]
447,2,1,9,13,4,9,1,4,0,0,0,1,38,1,[0]
448,2,2,9,13,0,3,1,4,1,0,0,0,38,0,[1]
449,1,2,9,13,0,3,1,4,0,0,0,1,38,1,[0]
450,1,2,11,9,2,12,0,4,1,0,0,0,38,0,[1]
451,1,0,12,14,2,5,0,4,1,1,0,0,38,0,[1]
452,1,4,11,9,2,4,0,4,1,0,0,1,38,0,[1]
453,2,2,15,10,2,9,0,4,1,0,0,0,38,1,[0]
454,1,2,9,13,2,0,0,4,1,0,0,0,38,0,[1]
455,1,1,15,10,2,2,0,4,1,0,0,0,38,0,[1]
456,1,2,9,13,0,3,1,4,1,1,0,0,38,0,[1]
457,1,2,9,13,2,0,0,4,1,0,0,0,38,0,[1]
458,1,0,9,13,0,10,1,4,1,0,0,1,38,1,[0]
459,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
460,1,1,12,14,2,9,5,4,0,0,0,0,38,1,[0]
461,1,2,11,9,2,6,0,4,1,0,0,0,38,0,[1]
462,2,1,11,9,2,10,0,4,1,0,0,0,38,1,[0]
463,2,2,9,13,4,7,1,1,0,0,0,0,23,1,[0]
464,1,2,9,13,0,3,1,4,0,0,0,0,38,0,[1]
465,1,1,12,14,2,9,0,4,1,0,0,0,38,1,[0]
466,1,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
467,1,2,9,13,0,9,1,4,0,0,0,0,38,1,[0]
468,2,2,9,13,2,10,0,1,1,0,0,0,29,1,[0]
469,1,1,15,10,2,10,0,4,1,0,0,0,38,1,[0]
470,1,2,9,13,2,3,0,4,1,0,0,0,38,1,[0]
471,1,2,10,16,2,9,0,4,1,0,0,1,38,0,[1]
472,1,2,9,13,2,3,0,4,1,0,0,0,38,1,[0]
473,1,1,14,15,2,9,0,2,1,0,0,0,38,1,[0]
474,2,2,15,10,2,2,0,4,1,0,0,0,38,0,[1]
475,1,0,10,16,4,9,1,4,0,0,0,1,38,1,[0]
476,0,2,9,13,4,9,1,4,1,0,0,1,38,0,[1]
477,0,1,9,13,2,9,0,4,1,0,0,1,38,0,[1]
478,1,2,15,10,2,5,0,4,1,0,0,0,38,0,[1]
479,1,2,11,9,2,5,5,4,0,0,0,0,38,1,[0]
480,1,4,11,9,2,11,0,2,1,0,0,1,22,0,[1]
481,1,2,11,9,2,11,5,4,0,0,0,0,38,0,[1]
482,1,5,11,9,2,2,0,2,1,0,0,0,38,1,[0]
483,1,2,2,8,2,13,0,4,1,0,0,0,38,0,[1]
484,2,2,11,9,2,6,0,4,1,0,0,0,38,1,[0]
485,2,2,8,11,2,11,0,4,1,0,0,0,38,0,[1]
486,1,2,11,9,2,5,0,4,1,0,0,0,38,1,[0]
487,0,2,15,10,2,0,0,4,1,0,0,0,38,1,[0]
488,2,2,9,13,2,9,0,4,1,0,0,0,38,1,[0]
489,2,2,11,9,5,10,1,4,1,0,0,1,38,0,[1]
490,2,2,15,10,3,6,1,4,1,0,0,1,38,1,[0]
491,1,2,11,9,0,3,4,4,0,0,0,0,38,1,[0]
492,1,3,15,10,2,11,0,4,1,0,0,1,38,0,[1]
493,1,2,15,10,2,2,0,4,1,0,0,0,38,0,[1]
494,2,1,15,10,2,13,0,4,1,0,0,0,38,0,[1]
495,1,2,11,9,2,0,0,4,1,0,0,1,38,1,[0]
496,0,3,11,9,2,3,0,4,1,0,0,1,38,1,[0]
497,1,2,10,16,2,9,0,4,1,0,0,1,38,1,[0]
498,1,3,12,14,2,11,0,4,1,0,0,1,38,0,[1]
499,1,2,12,14,0,9,4,4,0,0,0,1,38,0,[1]
500,2,4,5,4,2,13,0,4,1,0,0,0,38,1,[0]
501,2,0,1,7,0,0,1,4,0,0,0,0,1,0,[1]
502,1,2,11,9,2,13,5,4,0,0,0,0,38,0,[1]
503,2,2,11,9,2,11,0,4,1,0,0,0,38,1,[0]
504,2,2,11,9,0,11,4,4,0,0,1,0,38,0,[1]
505,0,2,9,13,2,3,0,1,1,0,0,0,16,1,[0]
506,1,2,12,14,2,9,0,1,1,0,0,0,29,1,[0]
507,1,3,9,13,2,9,0,4,1,0,0,1,38,1,[0]
508,1,2,9,13,2,9,0,4,1,0,0,1,38,1,[0]
509,1,2,9,13,2,12,0,4,1,0,0,0,38,1,[0]
510,2,5,9,13,2,3,0,4,1,0,0,0,38,1,[0]
511,2,1,11,9,2,7,0,4,1,0,0,0,38,1,[0]
512,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
513,0,2,15,10,0,3,4,4,1,0,0,1,38,1,[0]
514,0,2,9,13,2,3,5,4,0,0,0,0,38,0,[1]
515,1,5,10,16,4,3,1,4,0,0,1,1,38,1,[0]
516,0,2,15,10,2,2,0,4,1,0,0,1,10,1,[0]
517,1,2,11,9,4,9,1,4,1,0,0,1,38,0,[1]
518,2,1,8,11,2,10,0,4,1,0,0,0,38,1,[0]
519,1,1,11,9,2,3,0,4,1,0,0,0,38,1,[0]
520,2,2,9,13,0,9,4,2,0,0,1,0,38,0,[1]
521,1,0,9,13,2,3,0,2,1,0,0,0,38,0,[1]
522,2,2,15,10,6,3,1,4,1,0,0,1,38,0,[1]
523,2,2,11,9,2,11,0,4,1,0,0,0,38,0,[1]
524,1,1,9,13,4,9,1,4,0,0,0,1,38,0,[1]
525,1,0,11,9,2,0,0,4,1,0,0,0,38,0,[1]
526,1,2,9,13,0,11,1,4,1,0,0,0,38,1,[0]
527,1,1,9,13,2,9,0,4,1,0,0,0,38,0,[1]
528,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
529,1,4,9,13,2,11,0,4,1,0,0,0,38,1,[0]
530,1,2,7,12,4,12,1,4,0,0,0,0,38,0,[1]
531,1,2,11,9,2,2,0,4,1,0,0,1,38,0,[1]
532,1,2,15,10,0,3,1,4,0,0,0,0,38,1,[0]
533,1,4,15,10,2,2,0,4,1,0,0,1,38,0,[1]
534,1,2,15,10,2,13,0,4,1,0,0,0,38,0,[1]
535,1,2,15,10,2,11,0,4,1,0,0,0,38,0,[1]
536,1,4,10,16,2,9,0,4,1,0,0,0,38,1,[0]
537,1,2,15,10,2,7,0,4,1,0,1,0,38,0,[1]
538,1,5,9,13,2,11,0,4,1,0,0,0,38,0,[1]
539,1,2,15,10,2,0,0,4,1,0,0,0,38,1,[0]
540,1,2,14,15,2,9,0,4,1,0,0,1,38,1,[0]
541,1,2,11,9,2,2,0,0,1,0,0,1,38,0,[1]
542,1,2,9,13,2,3,0,4,1,0,0,0,38,0,[1]
543,2,2,9,13,2,13,0,4,1,0,0,0,38,0,[1]
544,2,1,12,14,0,9,1,4,0,0,0,0,38,0,[1]
545,0,2,8,11,2,9,0,4,1,0,0,0,38,0,[1]
546,2,2,12,14,2,3,0,4,1,0,0,0,38,1,[0]
547,1,2,12,14,2,9,0,4,1,0,0,1,38,1,[0]
548,1,3,9,13,0,3,1,4,1,0,0,1,38,0,[1]
549,2,2,4,3,0,13,4,4,1,1,0,0,38,0,[1]
550,1,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
551,2,2,11,9,2,7,0,4,1,0,0,0,38,1,[0]
552,1,2,15,10,2,2,0,4,1,0,0,0,38,0,[1]
553,1,2,11,9,2,7,5,4,0,0,0,0,38,0,[1]
554,1,1,12,14,0,9,4,4,1,0,0,0,38,1,[0]
555,1,5,1,7,2,2,0,4,1,0,0,0,38,0,[1]
556,2,4,9,13,6,9,4,4,1,0,0,0,38,1,[0]
557,2,1,12,14,2,9,0,4,1,0,1,0,11,0,[1]
558,1,3,12,14,0,3,1,4,0,0,0,1,38,0,[1]
559,1,1,11,9,2,10,0,4,1,0,0,0,38,1,[0]
560,1,5,11,9,2,9,5,4,0,0,0,0,38,1,[0]
561,1,2,7,12,4,12,1,4,0,0,0,0,38,0,[1]
562,2,3,9,13,2,11,0,4,1,0,0,0,38,1,[0]
563,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
564,1,2,15,10,2,13,0,4,1,0,0,1,38,1,[0]
565,1,3,9,13,6,11,4,4,1,0,0,1,38,1,[0]
566,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
567,1,2,11,9,2,13,0,4,1,0,0,0,38,0,[1]
568,1,2,11,9,2,11,0,4,1,0,0,0,31,0,[1]
569,1,2,14,15,2,3,5,4,0,0,0,1,23,1,[0]
570,1,1,9,13,4,9,1,4,0,0,0,1,38,0,[1]
571,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
572,1,2,9,13,2,9,0,4,1,0,0,0,3,0,[1]
573,1,2,12,14,4,9,1,4,1,1,0,1,38,0,[1]
574,1,2,12,14,2,9,0,2,1,0,0,0,38,0,[1]
575,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
576,1,2,12,14,2,0,0,4,1,0,0,0,38,1,[0]
577,1,2,15,10,2,11,0,4,1,0,0,1,38,1,[0]
578,2,2,11,9,2,13,0,4,1,0,0,0,38,0,[1]
579,2,1,8,11,2,3,0,4,1,0,0,0,38,1,[0]
580,1,2,15,10,2,0,3,4,0,0,0,0,38,1,[0]
581,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
582,1,2,12,14,4,11,1,4,1,0,0,1,38,0,[1]
583,2,1,12,14,0,9,4,4,0,0,0,1,38,0,[1]
584,0,2,11,9,2,3,0,4,1,0,0,1,38,1,[0]
585,2,0,12,14,2,3,0,4,1,0,0,0,31,1,[0]
586,0,2,15,10,2,3,0,4,1,0,0,1,38,1,[0]
587,1,2,10,16,2,9,0,4,1,0,0,0,38,1,[0]
588,1,2,11,9,2,3,0,4,1,0,0,1,38,1,[0]
589,0,2,1,7,2,3,0,4,1,0,0,1,38,0,[1]
590,0,2,12,14,2,9,0,1,1,0,0,0,38,1,[0]
591,1,2,15,10,6,0,4,4,0,0,0,0,38,1,[0]
592,1,2,15,10,2,11,0,4,1,0,0,1,38,1,[0]
593,1,2,0,6,2,12,0,4,1,0,0,0,38,1,[0]
594,2,2,15,10,2,7,0,4,1,0,0,0,38,1,[0]
595,2,2,9,13,0,3,1,4,0,0,0,0,38,1,[0]
596,1,2,14,15,5,12,1,4,1,0,0,1,3,1,[0]
597,2,2,9,13,2,3,0,4,1,0,0,1,38,1,[0]
598,2,2,10,16,2,9,0,4,1,0,0,0,38,0,[1]
599,1,2,11,9,2,9,0,4,1,0,0,0,38,1,[0]
600,1,2,9,13,0,3,4,4,0,0,0,0,38,1,[0]
601,2,0,15,10,2,9,0,0,1,0,0,0,38,0,[1]
602,1,2,8,11,2,0,0,4,1,1,0,0,38,0,[1]
603,1,0,15,10,2,0,0,2,1,0,0,0,38,1,[0]
604,1,2,15,10,2,13,0,4,1,0,0,0,38,1,[0]
605,1,2,7,12,2,9,2,4,1,0,0,0,38,1,[0]
606,1,2,15,10,2,0,0,4,1,0,0,1,38,0,[1]
607,1,2,15,10,0,2,1,4,1,0,0,0,38,0,[1]
608,1,1,7,12,2,7,0,4,1,0,0,1,38,0,[1]
609,1,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
610,2,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
611,0,2,9,13,2,3,5,4,0,0,0,0,38,0,[1]
612,2,2,0,6,2,5,0,4,1,0,0,0,38,1,[0]
613,1,3,11,9,2,3,0,4,1,0,0,1,11,1,[0]
614,0,2,1,7,2,2,0,4,1,0,0,0,38,0,[1]
615,1,2,9,13,2,2,0,4,1,0,0,0,38,0,[1]
616,2,2,11,9,2,2,0,4,1,0,0,1,38,1,[0]
617,2,2,9,13,2,3,0,4,1,0,0,0,38,1,[0]
618,1,5,11,9,2,10,0,0,1,0,0,1,38,0,[1]
619,1,0,9,13,2,0,0,4,1,0,0,0,38,1,[0]
620,2,1,15,10,2,2,0,4,1,0,0,0,38,1,[0]
621,1,2,2,8,2,2,0,4,1,0,0,0,38,1,[0]
622,1,2,7,12,2,9,5,4,0,0,0,0,38,1,[0]
623,1,1,9,13,0,9,4,4,0,0,0,1,38,0,[1]
624,1,2,9,13,2,0,0,4,1,0,0,1,38,1,[0]
625,1,2,11,9,2,6,0,4,1,0,0,1,38,1,[0]
626,1,2,11,9,2,2,0,4,1,0,0,1,38,0,[1]
627,2,2,2,8,2,2,0,4,1,0,0,0,38,1,[0]
628,1,4,9,13,2,11,0,4,1,0,0,1,38,1,[0]
629,2,3,15,10,2,3,0,4,1,0,0,0,38,1,[0]
630,2,2,11,9,2,3,0,4,1,0,0,0,8,1,[0]
631,1,2,8,11,2,2,0,4,1,0,0,0,38,0,[1]
632,2,4,15,10,2,0,0,4,1,0,0,1,38,1,[0]
633,1,2,9,13,2,3,5,4,0,0,0,0,38,0,[1]
634,1,4,10,16,0,9,4,4,1,0,0,1,1,1,[0]
635,1,2,15,10,5,3,1,4,1,0,0,1,1,0,[1]
636,1,2,8,11,2,6,0,4,1,0,0,0,38,1,[0]
637,1,2,9,13,0,3,4,4,0,0,0,0,38,0,[1]
638,1,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
639,1,2,15,10,2,6,0,4,1,0,0,0,38,0,[1]
640,2,2,5,4,2,11,0,4,1,0,0,0,38,1,[0]
641,1,2,11,9,2,6,0,4,1,0,0,1,38,1,[0]
642,1,2,15,10,2,2,0,1,1,0,0,0,29,0,[1]
643,0,3,11,9,4,3,1,4,1,0,0,1,38,1,[0]
644,1,5,9,13,2,3,5,4,0,0,0,0,38,0,[1]
645,1,2,0,6,2,2,0,4,1,0,0,0,38,1,[0]
646,1,2,14,15,2,11,5,4,0,0,0,0,38,0,[1]
647,2,2,1,7,2,2,0,4,1,0,0,0,38,0,[1]
648,0,4,9,13,4,9,1,1,0,0,0,0,38,0,[1]
649,1,2,11,9,2,11,0,4,1,0,0,0,38,1,[0]
650,2,2,11,9,2,0,5,4,0,0,0,0,38,0,[1]
651,2,2,2,8,2,2,5,2,0,0,0,0,38,0,[1]
652,1,2,9,13,4,11,1,0,1,0,0,1,38,0,[1]
653,2,2,15,10,2,3,0,4,1,0,0,0,38,0,[1]
654,1,0,11,9,2,2,0,2,1,0,0,0,38,0,[1]
655,1,1,11,9,2,13,0,4,1,0,0,0,38,0,[1]
656,2,2,11,9,2,6,0,2,1,0,0,0,38,0,[1]
657,0,2,11,9,2,11,2,4,1,0,0,0,38,0,[1]
658,1,2,9,13,0,3,4,4,0,0,0,0,38,0,[1]
659,1,2,9,13,0,3,1,4,1,0,0,1,8,1,[0]
660,1,2,15,10,2,12,0,4,1,0,0,0,38,0,[1]
661,1,2,9,13,2,9,0,4,1,0,0,0,38,1,[0]
662,2,2,11,9,0,2,2,4,1,0,0,1,38,1,[0]
663,2,3,9,13,2,3,0,4,1,0,0,0,38,0,[1]
664,1,2,15,10,6,3,4,2,0,0,1,0,38,0,[1]
665,1,2,9,13,0,0,4,4,0,0,0,0,10,0,[1]
666,1,2,12,14,0,12,1,4,1,0,0,0,38,0,[1]
667,0,1,9,13,2,10,0,4,1,0,0,1,38,0,[1]
668,1,2,9,13,2,11,0,4,1,0,0,1,38,1,[0]
669,1,2,9,13,2,0,0,1,1,0,0,0,29,0,[1]
670,0,5,9,13,4,9,3,4,1,0,0,0,38,0,[1]
671,1,2,8,11,2,9,0,4,1,0,0,0,38,0,[1]
672,0,4,9,13,2,9,2,4,0,0,0,0,38,1,[0]
673,1,2,11,9,2,11,0,4,1,0,0,1,38,0,[1]
674,1,2,9,13,2,3,0,4,1,0,0,1,11,1,[0]
675,1,2,11,9,2,3,0,4,1,0,0,1,38,0,[1]
676,1,2,9,13,4,3,1,4,1,0,0,0,38,1,[0]
677,1,0,9,13,2,9,0,4,1,0,0,0,38,1,[0]
678,1,1,11,9,2,10,0,4,1,0,0,0,38,1,[0]
679,1,2,12,14,2,12,0,1,1,0,0,1,38,1,[0]
680,1,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
681,2,3,5,4,6,3,1,4,0,0,0,0,38,0,[1]
682,1,2,15,10,2,3,0,4,1,0,0,0,38,0,[1]
683,1,2,9,13,2,3,0,4,1,0,0,0,38,1,[0]
684,1,1,8,11,2,10,0,4,1,0,0,0,38,1,[0]
685,0,2,14,15,2,0,0,4,1,0,0,0,38,0,[1]
686,1,2,11,9,6,3,4,2,0,0,0,0,38,0,[1]
687,2,2,15,10,2,9,0,4,1,0,0,0,38,0,[1]
688,0,2,11,9,2,6,0,4,1,0,0,1,38,1,[0]
689,1,3,11,9,2,3,0,4,1,0,0,0,38,0,[1]
690,1,1,12,14,2,9,0,4,1,0,0,1,38,1,[0]
691,2,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
692,2,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
693,1,2,15,10,4,2,1,4,1,0,0,0,38,1,[0]
694,2,2,15,10,2,2,0,4,1,0,0,0,38,0,[1]
695,1,0,11,9,2,0,0,4,1,0,0,1,38,1,[0]
696,2,4,9,13,4,3,1,4,0,0,0,1,38,0,[1]
697,2,0,8,11,0,9,4,4,1,1,0,0,38,1,[0]
698,1,2,11,9,2,11,0,4,1,0,0,1,38,1,[0]
699,1,2,10,16,2,9,0,4,1,0,0,0,9,0,[1]
700,2,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
701,2,2,7,12,2,13,0,4,1,0,0,0,38,1,[0]
702,1,4,11,9,2,4,0,4,1,0,0,1,38,1,[0]
703,1,2,9,13,2,11,0,4,1,0,0,0,38,0,[1]
704,1,2,9,13,2,3,0,4,1,0,0,1,21,1,[0]
705,2,2,15,10,2,11,0,4,1,0,0,0,38,0,[1]
706,1,2,11,9,2,3,2,4,1,0,0,0,38,1,[0]
707,1,4,9,13,2,11,0,4,1,0,0,0,38,0,[1]
708,2,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
709,2,4,11,9,2,11,0,4,1,0,0,1,38,0,[1]
710,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
711,1,4,1,7,2,9,0,0,1,0,0,0,38,0,[1]
712,1,2,9,13,2,9,0,2,1,0,0,0,38,0,[1]
713,0,1,12,14,2,9,0,1,1,0,0,0,38,1,[0]
714,2,4,5,4,2,13,0,4,1,0,0,0,38,1,[0]
715,1,1,12,14,4,9,1,4,1,0,0,0,38,1,[0]
716,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
717,0,2,15,10,2,6,0,4,1,0,0,0,38,0,[1]
718,0,2,1,7,0,11,2,4,0,0,0,0,38,0,[1]
719,1,2,15,10,2,11,5,4,0,0,0,0,38,1,[0]
720,1,1,9,13,2,9,0,4,1,0,0,1,38,1,[0]
721,1,2,9,13,4,3,4,2,0,0,0,0,38,0,[1]
722,1,2,11,9,2,11,0,4,1,0,0,0,38,0,[1]
723,2,2,9,13,2,3,0,4,1,0,0,0,38,1,[0]
724,2,2,11,9,2,6,5,4,0,0,0,0,38,1,[0]
725,2,2,7,12,2,11,0,4,1,0,1,1,38,1,[0]
726,1,4,9,13,2,9,0,4,1,0,0,1,38,0,[1]
727,1,2,11,9,2,6,0,2,1,1,0,0,38,1,[0]
728,1,2,15,10,2,2,0,4,1,0,0,1,38,1,[0]
729,1,2,7,12,4,9,1,4,1,0,1,0,38,0,[1]
730,1,2,15,10,2,2,0,4,1,0,0,1,38,1,[0]
731,1,1,12,14,0,9,1,2,1,0,0,0,22,0,[1]
732,2,2,9,13,2,9,0,4,1,0,0,1,38,0,[1]
733,2,3,11,9,2,0,5,4,0,0,0,0,38,0,[1]
734,1,2,15,10,4,11,1,4,0,0,1,0,38,0,[1]
735,2,1,1,7,2,3,0,4,1,0,0,0,38,1,[0]
736,1,2,15,10,4,3,4,4,1,0,0,1,38,0,[1]
737,2,5,11,9,2,2,0,4,1,1,0,0,38,0,[1]
738,2,2,12,14,2,11,0,4,1,0,0,1,38,0,[1]
739,2,3,10,16,0,3,1,4,1,0,0,1,38,1,[0]
740,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
741,1,2,11,9,2,11,0,4,1,0,0,1,38,1,[0]
742,2,2,11,9,2,11,0,4,1,0,0,0,38,1,[0]
743,2,2,5,4,4,13,1,4,1,0,0,0,38,1,[0]
744,1,2,15,10,2,6,0,4,1,0,0,0,38,1,[0]
745,1,2,11,9,2,7,0,4,1,0,0,0,38,1,[0]
746,1,0,7,12,4,9,1,4,1,0,0,0,38,1,[0]
747,1,4,11,9,2,4,0,4,1,0,0,1,38,0,[1]
748,1,2,9,13,0,11,1,4,0,0,1,1,38,0,[1]
749,1,2,11,9,2,3,0,4,1,0,0,1,38,0,[1]
750,2,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
751,1,1,0,6,2,7,5,0,0,0,0,0,38,0,[1]
752,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
753,1,3,9,13,2,3,0,4,1,0,0,1,38,1,[0]
754,2,4,11,9,4,11,1,4,1,0,0,0,38,1,[0]
755,2,0,9,13,2,10,0,4,1,0,0,1,38,1,[0]
756,1,2,11,9,2,5,0,4,1,0,0,0,38,0,[1]
757,1,2,9,13,2,9,0,4,1,0,0,1,38,1,[0]
758,1,3,11,9,2,3,0,4,1,0,0,1,38,1,[0]
759,1,2,7,12,2,2,0,4,1,0,0,1,38,1,[0]
760,2,3,14,15,2,9,0,4,1,0,0,1,38,0,[1]
761,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
762,0,2,9,13,2,2,0,4,1,0,0,1,38,0,[1]
763,2,2,8,11,2,3,0,4,1,0,0,0,10,1,[0]
764,1,4,9,13,2,11,5,4,0,0,0,1,38,0,[1]
765,1,2,11,9,2,4,0,4,1,0,0,0,38,0,[1]
766,1,1,9,13,2,9,5,4,0,0,0,0,38,0,[1]
767,1,2,11,9,2,2,0,4,1,0,0,1,38,1,[0]
768,1,2,10,16,2,9,0,4,1,0,0,1,38,0,[1]
769,0,3,15,10,2,11,0,4,1,0,0,1,38,0,[1]
770,2,5,9,13,2,3,0,4,1,0,0,0,38,0,[1]
771,1,2,5,4,2,2,0,4,1,0,0,0,21,1,[0]
772,1,4,8,11,2,3,0,4,1,0,0,1,38,0,[1]
773,1,4,11,9,2,11,0,4,1,0,0,1,38,1,[0]
774,1,2,8,11,2,2,0,4,1,0,0,0,38,1,[0]
775,1,1,12,14,0,9,4,4,0,0,0,0,38,0,[1]
776,0,4,11,9,2,2,0,4,1,0,0,0,38,0,[1]
777,1,1,9,13,0,9,4,4,0,0,0,0,38,1,[0]
778,1,1,9,13,2,9,0,4,1,0,0,0,38,1,[0]
779,2,2,11,9,2,3,0,4,1,0,0,0,38,1,[0]
780,1,2,15,10,2,0,0,2,1,0,1,1,38,1,[0]
781,1,1,9,13,2,9,5,4,0,0,0,0,38,1,[0]
782,2,2,11,9,2,2,0,2,1,0,0,0,38,0,[1]
783,1,2,9,13,2,11,0,2,1,0,0,0,38,1,[0]
784,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
785,1,0,15,10,2,5,0,4,1,0,0,0,38,1,[0]
786,1,2,9,13,2,3,5,4,0,0,0,0,38,0,[1]
787,1,4,11,9,5,2,4,4,1,0,0,0,38,0,[1]
788,1,2,15,10,2,0,0,4,1,0,0,1,38,0,[1]
789,1,2,4,3,2,2,0,3,1,1,0,0,25,1,[0]
790,1,2,12,14,2,11,0,4,1,0,0,0,38,0,[1]
791,1,2,9,13,2,2,0,4,1,0,0,0,38,0,[1]
792,1,3,12,14,0,11,1,4,1,0,0,1,38,1,[0]
793,1,2,15,10,0,11,4,4,0,0,0,1,38,1,[0]
794,2,4,11,9,2,0,5,4,0,0,0,0,38,0,[1]
795,1,2,8,11,0,9,4,4,0,0,0,0,38,1,[0]
796,1,2,15,10,2,2,0,4,1,1,0,1,38,0,[1]
797,1,2,9,13,2,3,0,2,1,0,0,0,38,1,[0]
798,1,1,11,9,2,10,0,4,1,0,0,0,38,1,[0]
799,1,1,9,13,2,13,0,2,1,0,0,0,38,0,[1]
800,2,1,12,14,2,3,0,4,1,0,0,1,38,1,[0]
801,1,1,12,14,2,9,0,4,1,0,0,0,38,0,[1]
802,0,2,15,10,2,13,0,4,1,0,0,1,38,0,[1]
803,1,4,14,15,4,9,1,4,1,0,0,0,38,1,[0]
804,1,2,15,10,2,11,0,4,1,0,0,0,38,0,[1]
805,2,5,9,13,2,3,0,4,1,0,0,0,38,0,[1]
806,1,1,9,13,4,9,1,4,0,0,0,1,38,0,[1]
807,1,2,8,11,2,11,0,4,1,0,0,0,38,1,[0]
808,2,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
809,1,2,9,13,2,6,0,2,1,0,0,0,38,0,[1]
810,1,0,15,10,2,3,0,2,1,0,0,0,38,0,[1]
811,2,4,9,13,2,9,0,4,1,0,0,0,38,1,[0]
812,1,5,11,9,2,10,0,4,1,0,0,0,38,0,[1]
813,1,2,9,13,2,7,0,4,1,1,0,1,38,0,[1]
814,1,2,12,14,2,2,0,2,1,0,0,0,38,1,[0]
815,1,2,8,11,2,11,0,4,1,0,0,0,38,0,[1]
816,1,4,9,13,0,9,1,2,0,0,0,0,38,1,[0]
817,1,2,11,9,2,2,0,4,1,0,0,1,38,1,[0]
