StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C
12,27,32,9,3915,61,73,4,93,101,2,123,36,143,152,1,173,2,192,201,2,other,0.338235294,0.798338285,0.397502061,0,2,2,2
14,6,32,3,2108,61,74,2,94,101,2,121,29,143,151,1,173,1,191,201,1,other,0.029411765,0.897766039,0.46707184,0,1,2,1
12,45,32,3,3031,62,73,4,93,103,4,122,21,143,151,1,173,1,191,201,2,young,0.602941176,0.846979201,0.548822396,1,2,2,1
12,9,34,6,1501,61,75,2,92,101,3,123,34,143,152,2,174,1,192,201,2,other,0.073529412,0.931165401,0.644284306,0,1,1,1
14,6,34,3,1382,61,73,1,92,101,1,123,28,143,152,2,173,1,192,201,1,other,0.029411765,0.937713217,0.458999997,0,1,1,1
12,12,32,2,951,62,72,4,92,101,4,123,27,141,151,4,173,1,191,201,2,other,0.117647059,0.961428414,0.572851251,0,1,1,1
12,24,32,1,2760,65,75,4,93,101,4,124,36,141,153,1,173,1,192,201,1,other,0.294117647,0.861890613,0.587164327,0,1,2,2
12,18,33,2,4297,61,75,4,91,101,3,124,40,143,152,1,174,1,192,201,2,other,0.205882353,0.777319247,0.531758437,0,1,3,2
14,9,34,6,936,63,75,4,93,101,2,123,52,143,152,2,173,1,192,201,1,other,0.073529412,0.962253769,0.518285243,0,1,1,3
11,12,32,0,1168,61,73,4,94,101,3,121,27,143,152,1,172,1,191,201,1,other,0.117647059,0.94948828,0.407839133,0,1,1,1
14,27,33,9,5117,61,74,3,93,101,4,123,26,143,152,2,173,1,191,201,1,other,0.338235294,0.732199846,0.602251499,0,2,3,1
11,12,32,8,902,61,74,4,94,101,4,122,21,143,151,1,173,1,191,201,2,young,0.117647059,0.964124574,0.526841234,1,1,1,1
14,12,34,0,1495,61,75,4,93,101,1,121,38,143,152,2,172,2,191,201,1,other,0.117647059,0.931495543,0.451003275,0,1,1,2
11,30,34,1,10623,61,75,3,93,101,4,124,38,143,153,3,174,2,192,201,1,other,0.382352941,0.429239573,0.670373801,0,2,3,2
14,12,34,2,1935,61,75,4,93,101,4,121,43,143,152,3,173,1,192,201,1,other,0.117647059,0.907285133,0.655801338,0,1,1,2
12,12,34,4,1424,61,74,4,93,101,3,122,26,143,152,1,173,1,191,201,1,other,0.117647059,0.935402223,0.474985913,0,1,1,1
11,24,32,9,6568,61,73,2,94,101,2,123,21,142,152,1,172,1,191,201,1,young,0.294117647,0.652360515,0.400895162,1,1,3,1
14,12,32,1,1413,64,74,3,93,101,2,122,55,143,152,1,173,1,191,202,1,other,0.117647059,0.936007483,0.459594643,0,1,1,3
14,9,34,3,3074,65,73,1,93,101,2,121,33,143,152,2,173,2,191,201,1,other,0.073529412,0.844613184,0.496398622,0,1,2,1
14,36,32,3,3835,65,75,2,92,101,4,121,45,143,152,1,172,1,192,201,1,other,0.470588235,0.802740178,0.647751023,0,2,2,2
11,27,30,9,5293,61,71,2,93,101,4,122,50,142,152,2,173,1,192,201,2,other,0.338235294,0.722515682,0.491922662,0,2,3,3
13,30,33,9,1908,61,75,4,93,101,4,121,66,143,152,1,174,1,192,201,2,other,0.382352941,0.908770771,0.6355579,0,2,1,3
14,36,34,3,3342,65,75,4,93,101,2,123,51,143,152,1,173,1,192,201,1,other,0.470588235,0.829866843,0.521014898,0,2,2,3
12,6,34,8,932,65,74,1,92,101,3,122,39,143,152,2,172,1,191,201,1,other,0.029411765,0.962473864,0.579885698,0,1,1,2
11,18,30,9,3104,61,74,3,93,101,1,122,31,141,152,1,173,1,192,201,1,other,0.205882353,0.842962474,0.412188185,0,1,2,1
13,36,32,3,3913,61,73,2,93,101,2,121,23,143,152,1,173,1,192,201,1,young,0.470588235,0.798448333,0.484161842,1,2,2,1
11,24,32,2,3021,61,73,2,91,101,2,121,24,143,151,1,172,1,191,201,1,young,0.294117647,0.847529438,0.437205659,1,1,2,1
14,10,32,0,1364,61,73,2,92,101,4,123,64,143,152,1,173,1,192,201,1,other,0.088235294,0.938703643,0.532143678,0,1,1,3
12,12,32,3,625,61,72,4,94,103,1,121,26,141,152,1,172,1,191,201,1,other,0.117647059,0.979366127,0.273862918,0,1,1,1
11,12,32,6,1200,65,73,4,92,101,4,122,23,141,151,1,173,1,192,201,1,young,0.117647059,0.947727523,0.477278992,1,1,1,1
14,12,32,3,707,61,73,4,93,101,2,121,30,141,152,2,173,1,191,201,1,other,0.117647059,0.974854187,0.435814185,0,1,1,1
14,24,33,9,2978,65,73,4,93,101,4,121,32,143,152,2,173,2,192,201,1,other,0.294117647,0.849895455,0.538421042,0,1,2,1
14,15,32,1,4657,61,73,3,93,101,2,123,30,143,152,1,173,1,192,201,1,other,0.161764706,0.75751073,0.388082252,0,1,3,1
14,36,30,5,2613,61,73,4,93,101,2,123,27,143,152,2,173,1,191,201,1,other,0.470588235,0.869979091,0.481966014,0,2,2,1
12,48,32,3,10961,64,74,1,93,102,2,124,27,141,152,2,173,1,192,201,2,other,0.647058824,0.410641576,0.568874493,0,2,3,1
11,12,32,2,7865,61,75,4,93,101,4,124,53,143,153,1,174,1,192,201,2,other,0.117647059,0.580994828,0.525328723,0,1,3,3
14,9,32,3,1478,61,74,4,93,101,2,123,22,143,152,1,173,1,191,201,2,young,0.073529412,0.932430945,0.419713555,1,1,1,1
11,24,32,2,3149,61,72,4,93,101,1,124,22,141,153,1,173,1,191,201,1,young,0.294117647,0.840486409,0.304112383,1,1,2,1
13,36,32,3,4210,61,73,4,93,101,2,123,26,143,152,1,173,1,191,201,2,other,0.470588235,0.782106306,0.419105961,0,2,3,1
14,9,32,0,2507,63,75,2,93,101,4,124,51,143,153,1,172,1,191,201,1,other,0.073529412,0.875811599,0.587474297,0,1,2,3
14,12,32,3,2141,62,74,3,93,101,1,124,35,143,152,1,173,1,191,201,1,other,0.117647059,0.895950259,0.405630509,0,1,2,2
12,18,32,3,866,61,73,4,94,103,2,121,25,143,152,1,172,1,191,201,1,young,0.205882353,0.966105425,0.380834935,0,1,1,1
14,4,34,3,1544,61,74,2,93,101,1,121,42,143,152,3,172,2,191,201,1,other,0.0,0.928799384,0.490629343,0,1,1,2
11,24,32,3,1823,61,71,4,93,101,2,123,30,142,152,1,174,2,191,201,2,other,0.294117647,0.913447783,0.340942406,0,1,1,1
12,6,32,0,14555,65,71,1,93,101,2,122,23,143,152,1,171,1,192,201,2,young,0.029411765,0.212886541,0.184613638,1,1,3,1
12,21,32,9,2767,62,75,4,91,101,2,123,61,141,151,2,172,1,191,201,2,other,0.25,0.861505447,0.509117293,0,1,2,3
14,12,34,3,1291,61,73,4,92,101,2,122,35,143,152,2,173,1,191,201,1,other,0.117647059,0.94272037,0.429835801,0,1,1,2
11,30,32,3,2522,61,75,1,93,103,3,122,39,143,152,1,173,2,191,201,1,other,0.382352941,0.874986244,0.652528221,0,2,2,2
11,24,32,0,915,65,75,4,92,101,2,123,29,141,152,1,173,1,191,201,2,other,0.294117647,0.963409266,0.513028263,0,1,1,1
14,6,32,3,1595,61,74,3,93,101,2,122,51,143,152,1,173,2,191,201,1,other,0.029411765,0.925993177,0.441315648,0,1,1,3
11,48,30,1,4605,61,75,3,93,101,4,124,24,143,153,2,173,2,191,201,2,young,0.647058824,0.76037196,0.711459991,1,2,3,1
14,12,34,9,1185,61,73,3,92,101,2,121,27,143,152,2,173,1,191,201,1,other,0.117647059,0.948552878,0.46192867,0,1,1,1
14,12,31,8,3447,63,73,4,92,101,3,121,35,143,152,1,172,2,191,201,1,other,0.117647059,0.824089358,0.384509101,0,1,2,2
14,24,32,9,1258,61,74,4,93,101,1,121,25,143,152,1,173,1,192,201,1,young,0.294117647,0.944536151,0.41649373,0,1,1,1
14,12,34,3,717,61,75,4,93,101,4,121,52,143,152,3,173,1,191,201,1,other,0.117647059,0.974303951,0.668269955,0,1,1,3
14,6,30,0,1204,62,73,4,93,101,1,124,35,141,151,1,173,1,191,202,1,other,0.029411765,0.947507428,0.321287292,0,1,1,2
13,24,32,2,1925,61,73,2,93,101,2,121,26,143,152,1,173,1,191,201,1,other,0.294117647,0.907835369,0.471681181,0,1,1,1
14,18,32,3,433,61,71,3,92,102,4,121,22,143,151,1,173,1,191,201,2,young,0.205882353,0.98993067,0.439531105,1,1,1,1
11,6,34,0,666,64,74,3,92,101,4,121,39,143,152,2,172,1,192,201,1,other,0.029411765,0.977110157,0.567104854,0,1,1,2
13,12,32,2,2251,61,73,1,92,101,2,123,46,143,152,1,172,1,191,201,1,other,0.117647059,0.889897656,0.443264133,0,1,2,2
12,30,32,0,2150,61,73,4,92,103,2,124,24,141,152,1,173,1,191,201,2,young,0.382352941,0.895455046,0.42377823,1,2,2,1
14,24,33,2,4151,62,73,2,93,101,3,122,35,143,152,2,173,1,191,201,1,other,0.294117647,0.785352702,0.541916964,0,1,3,2
12,9,32,2,2030,65,74,2,93,101,1,123,24,143,152,1,173,1,192,201,1,young,0.073529412,0.902057885,0.429566629,1,1,2,1
12,60,33,3,7418,65,73,1,93,101,1,121,27,143,152,1,172,1,191,201,1,other,0.823529412,0.605590404,0.475185082,0,3,3,1
14,24,34,3,2684,61,73,4,93,101,2,121,35,143,152,2,172,1,191,201,1,other,0.294117647,0.866072411,0.425151639,0,1,2,2
11,12,31,3,2149,61,73,4,91,101,1,124,29,143,153,1,173,1,191,201,2,other,0.117647059,0.895510069,0.328029233,0,1,2,1
14,15,32,1,3812,62,72,1,92,101,4,123,23,143,152,1,173,1,192,201,1,young,0.161764706,0.804005722,0.505259615,1,1,2,1
14,11,34,3,1154,62,71,4,92,101,4,121,57,143,152,3,172,1,191,201,1,other,0.102941176,0.950258611,0.4517581,0,1,1,3
11,12,32,2,1657,61,73,2,93,101,2,121,27,143,152,1,173,1,191,201,1,other,0.117647059,0.92258171,0.441592949,0,1,1,1
11,24,32,3,1603,61,75,4,92,101,4,123,55,143,152,1,173,1,191,201,1,other,0.294117647,0.925552988,0.59900849,0,1,1,3
11,18,34,0,5302,61,75,2,93,101,4,124,36,143,153,3,174,1,192,201,1,other,0.205882353,0.722020469,0.72302068,0,1,3,2
14,12,34,6,2748,61,75,2,92,101,4,124,57,141,153,3,172,1,191,201,1,other,0.117647059,0.862550897,0.686238379,0,1,2,3
14,10,34,0,1231,61,75,3,93,101,4,121,32,143,152,2,172,2,191,202,1,other,0.088235294,0.946021789,0.618776512,0,1,1,1
12,15,32,3,802,61,75,4,93,101,3,123,37,143,152,1,173,2,191,201,2,other,0.161764706,0.96962694,0.536072864,0,1,1,2
14,36,34,9,6304,65,75,4,93,101,4,121,36,143,152,2,173,1,191,201,1,other,0.470588235,0.666886761,0.630227906,0,2,3,2
14,24,32,3,1533,61,72,4,92,101,3,123,38,142,152,1,173,1,192,201,1,other,0.294117647,0.929404644,0.413678566,0,1,1,2
11,14,32,0,8978,61,75,1,91,101,4,122,45,143,152,1,174,1,192,202,2,other,0.147058824,0.519753494,0.612430199,0,1,3,2
14,24,32,3,999,65,75,4,93,101,2,123,25,143,152,2,173,1,191,201,1,young,0.294117647,0.958787279,0.558679986,0,1,1,1
14,18,32,0,2662,65,74,4,93,101,3,122,32,143,152,1,173,1,191,202,1,other,0.205882353,0.867282932,0.478728425,0,1,2,1
14,12,34,2,1402,63,74,3,92,101,4,123,37,143,151,1,173,1,192,201,1,other,0.117647059,0.936612743,0.552730506,0,1,1,2
12,48,31,0,12169,65,71,4,93,102,4,124,36,143,153,1,174,1,192,201,1,other,0.647058824,0.344172994,0.393717548,0,2,3,2
12,48,32,3,3060,61,74,4,93,101,4,121,28,143,152,2,173,1,191,201,2,other,0.647058824,0.845383515,0.649756714,0,2,2,1
11,30,32,5,11998,61,72,1,91,101,1,124,34,143,152,1,172,1,192,201,2,other,0.382352941,0.35358204,0.299708834,0,2,3,1
14,9,32,3,2697,61,73,1,93,101,2,121,32,143,152,1,173,2,191,201,1,other,0.073529412,0.865357104,0.453746328,0,1,2,1
14,18,34,3,2404,61,73,2,92,101,2,123,26,143,152,2,173,1,191,201,1,other,0.205882353,0.881479036,0.496873437,0,1,2,1
11,12,32,2,1262,65,75,2,91,101,4,122,49,143,152,1,172,1,192,201,1,other,0.117647059,0.944316056,0.608427246,0,1,1,2
14,6,32,2,4611,61,72,1,92,101,4,122,32,143,152,1,173,1,191,201,2,other,0.029411765,0.760041818,0.472456481,0,1,3,1
14,24,32,3,1901,62,73,4,93,101,4,123,29,143,151,1,174,1,192,201,1,other,0.294117647,0.909155937,0.526190434,0,1,1,1
14,15,34,1,3368,64,75,3,93,101,4,124,23,143,151,2,173,1,192,201,1,young,0.161764706,0.828436228,0.633835833,1,1,2,1
14,12,32,2,1574,61,73,4,93,101,2,121,50,143,152,1,173,1,191,201,1,other,0.117647059,0.927148674,0.380427113,0,1,1,3
13,18,31,3,1445,65,74,4,93,101,4,123,49,141,152,1,172,1,191,201,1,other,0.205882353,0.934246726,0.514442619,0,1,1,2
14,15,34,2,1520,65,75,4,93,101,4,122,63,143,152,1,173,1,191,201,1,other,0.161764706,0.930119952,0.575234355,0,1,1,3
12,24,34,0,3878,62,72,4,91,101,2,123,37,143,152,1,173,1,192,201,1,other,0.294117647,0.800374161,0.343161267,0,1,2,2
11,47,32,0,10722,61,72,1,92,101,1,121,35,143,152,1,172,1,192,201,1,other,0.632352941,0.423792231,0.359282823,0,2,3,2
11,48,32,1,4788,61,74,4,93,101,3,122,26,143,152,1,173,2,191,201,1,other,0.647058824,0.75030263,0.539043991,0,2,3,1
12,48,33,10,7582,62,71,2,93,101,4,124,31,143,153,1,174,1,192,201,1,other,0.647058824,0.596566524,0.502689987,0,2,3,1
12,12,32,3,1092,61,73,4,92,103,4,121,49,143,152,2,173,1,192,201,1,other,0.117647059,0.953670078,0.524896212,0,1,1,2
11,24,33,3,1024,61,72,4,94,101,4,121,48,142,152,1,173,1,191,201,2,other,0.294117647,0.957411687,0.465400806,0,1,1,2
14,12,32,9,1076,61,73,2,94,101,2,121,26,143,152,1,173,1,192,202,1,other,0.117647059,0.954550457,0.447540623,0,1,1,1
12,36,32,1,9398,61,72,1,94,101,4,123,28,143,151,1,174,1,192,201,2,other,0.470588235,0.496643557,0.52878731,0,2,3,1
11,24,34,1,6419,61,75,2,92,101,4,124,44,143,153,2,174,2,192,201,1,other,0.294117647,0.66055904,0.681490236,0,1,3,2
13,42,34,1,4796,61,75,4,93,101,4,124,56,143,153,1,173,1,191,201,1,other,0.558823529,0.749862441,0.615569483,0,2,3,3
14,48,34,9,7629,65,75,4,91,101,2,123,46,141,152,2,174,2,191,201,1,other,0.647058824,0.593980412,0.57972823,0,2,3,2
12,48,32,2,9960,61,72,1,92,101,2,123,26,143,152,1,173,1,192,201,2,other,0.647058824,0.46572026,0.439586806,0,2,3,1
14,12,32,1,4675,65,72,1,92,101,4,123,20,143,151,1,173,1,191,201,1,young,0.117647059,0.756520304,0.488217184,1,1,3,1
14,10,32,0,1287,65,75,4,93,102,2,122,45,143,152,1,172,1,191,202,1,other,0.088235294,0.942940464,0.447660606,0,1,1,2
14,18,32,2,2515,61,73,3,93,101,4,121,43,143,152,1,173,1,192,201,1,other,0.205882353,0.87537141,0.51124101,0,1,2,2
12,21,34,2,2745,64,74,3,93,101,2,123,32,143,152,2,173,1,192,201,1,other,0.25,0.862715968,0.517094444,0,1,2,1
14,6,32,0,672,61,71,1,92,101,4,121,54,143,152,1,171,1,192,201,1,other,0.029411765,0.976780015,0.41975661,0,1,1,3
12,36,30,3,3804,61,73,4,92,101,1,123,42,143,152,1,173,1,192,201,2,other,0.470588235,0.804445912,0.376750539,0,2,2,2
13,24,34,0,1344,65,74,4,93,101,2,121,37,141,152,2,172,2,191,201,2,other,0.294117647,0.939804116,0.485380793,0,1,1,2
11,10,34,0,1038,61,74,4,93,102,3,122,49,143,152,2,173,1,192,201,1,other,0.088235294,0.956641356,0.519977051,0,1,1,2
14,48,34,0,10127,63,73,2,93,101,2,124,44,141,153,1,173,1,191,201,2,other,0.647058824,0.456531308,0.45338111,0,2,3,2
14,6,32,2,1543,64,73,4,91,101,2,121,33,143,152,1,173,1,191,201,1,other,0.029411765,0.928854407,0.36432859,0,1,1,1
14,30,32,1,4811,65,74,2,92,101,4,122,24,142,151,1,172,1,191,201,1,young,0.382352941,0.749037086,0.574832253,1,2,3,1
11,12,32,3,727,62,72,4,94,101,3,124,33,143,152,1,172,1,192,201,2,other,0.117647059,0.973753714,0.365842004,0,1,1,1
12,8,32,2,1237,61,73,3,92,101,4,121,24,143,152,1,173,1,191,201,2,young,0.058823529,0.945691647,0.496964064,1,1,1,1
12,9,32,0,276,61,73,4,94,101,4,121,22,143,151,1,172,1,191,201,1,young,0.073529412,0.998569385,0.455274195,1,1,1,1
12,48,32,10,5381,65,71,3,93,101,4,124,40,141,153,1,171,1,192,201,1,other,0.647058824,0.7176736,0.424446342,0,2,3,2
14,24,32,2,5511,62,73,4,93,101,1,123,25,142,152,1,173,1,191,201,1,young,0.294117647,0.710520524,0.326444311,0,1,3,1
13,24,32,2,3749,61,72,2,92,101,4,123,26,143,152,1,173,1,191,201,1,other,0.294117647,0.807472213,0.499520594,0,1,2,1
12,12,32,0,685,61,74,2,94,101,3,123,25,141,152,1,172,1,191,201,2,young,0.117647059,0.976064708,0.521310716,0,1,1,1
13,4,32,0,1494,65,72,1,93,101,2,121,29,143,152,1,172,2,191,202,1,other,0.0,0.931550567,0.382614059,0,1,1,1
11,36,31,2,2746,61,75,4,93,101,4,123,31,141,152,1,173,1,191,201,2,other,0.470588235,0.862660944,0.620139382,0,2,2,1
11,12,32,2,708,61,73,2,93,103,3,122,38,143,152,1,172,2,191,201,1,other,0.117647059,0.974799164,0.474563638,0,1,1,2
12,24,32,2,4351,65,73,1,92,101,4,122,48,143,152,1,172,1,192,201,1,other,0.294117647,0.77434797,0.54762151,0,1,3,2
14,12,34,6,701,61,73,4,93,101,2,123,32,143,152,2,173,1,191,201,1,other,0.117647059,0.975184329,0.435875607,0,1,1,1
11,15,33,2,3643,61,75,1,92,101,4,122,27,143,152,2,172,1,191,201,1,other,0.161764706,0.813304721,0.669780358,0,1,2,1
12,30,34,0,4249,61,71,4,94,101,2,123,28,143,152,2,174,1,191,201,2,other,0.382352941,0.779960383,0.379035037,0,2,3,1
11,24,32,3,1938,61,72,4,91,101,3,122,32,143,152,1,173,1,191,201,2,other,0.294117647,0.907120062,0.409532597,0,1,1,1
11,24,32,1,2910,61,74,2,93,101,1,124,34,143,153,1,174,1,192,201,1,other,0.294117647,0.853637064,0.48485359,0,1,2,1
11,18,32,2,2659,64,73,4,93,101,2,123,28,143,152,1,173,1,191,201,1,other,0.205882353,0.867448003,0.38573588,0,1,2,1
14,18,34,0,1028,61,73,4,92,101,3,121,36,143,152,2,173,1,191,201,1,other,0.205882353,0.957191592,0.495455618,0,1,1,2
11,8,34,0,3398,61,74,1,93,101,4,121,39,143,152,2,172,1,191,202,1,other,0.058823529,0.826785518,0.606624939,0,1,2,2
14,12,34,2,5801,65,75,2,93,101,4,122,49,143,151,1,173,1,192,201,1,other,0.117647059,0.694563662,0.585217499,0,1,3,2
14,24,32,0,1525,64,74,4,92,101,3,123,34,143,152,1,173,2,192,201,1,other,0.294117647,0.929844833,0.506783717,0,1,1,1
13,36,32,3,4473,61,75,4,93,101,2,123,31,143,152,1,173,1,191,201,1,other,0.470588235,0.767635083,0.509436896,0,2,3,1
12,6,32,3,1068,61,75,4,93,101,4,123,28,143,152,1,173,2,191,201,1,other,0.029411765,0.954990646,0.555237658,0,1,1,1
11,24,34,1,6615,61,71,2,93,101,4,124,75,143,153,2,174,1,192,201,1,other,0.294117647,0.649774403,0.493437281,0,1,3,3
14,18,34,6,1864,62,73,4,92,101,2,121,30,143,152,2,173,1,191,201,2,other,0.205882353,0.911191812,0.440385891,0,1,1,1
12,60,32,0,7408,62,72,4,92,101,2,122,24,143,152,1,174,1,191,201,2,young,0.823529412,0.60614064,0.428775824,1,3,3,1
14,48,34,1,11590,62,73,2,92,101,4,123,24,141,151,2,172,1,191,201,2,young,0.647058824,0.376031694,0.554683507,1,2,3,1
11,24,30,2,4110,61,75,3,93,101,4,124,23,141,151,2,173,2,191,201,2,young,0.294117647,0.787608672,0.650863811,1,1,3,1
11,6,34,2,3384,61,73,1,91,101,4,121,44,143,151,1,174,1,192,201,2,other,0.029411765,0.827555849,0.554784672,0,1,2,2
12,13,32,3,2101,61,72,2,92,103,4,122,23,143,152,1,172,1,191,201,1,young,0.132352941,0.898151205,0.463039531,1,1,2,1
11,15,32,4,1275,65,73,4,92,101,2,123,24,143,151,1,173,1,191,201,2,young,0.161764706,0.943600748,0.391695898,1,1,1,1
11,24,32,2,4169,61,73,4,93,101,4,122,28,143,152,1,173,1,191,201,1,other,0.294117647,0.784362276,0.479717195,0,1,3,1
12,10,32,2,1521,61,73,4,91,101,2,123,31,143,152,1,172,1,191,201,1,other,0.088235294,0.930064928,0.352241902,0,1,1,1
12,24,34,6,5743,61,72,2,92,101,4,124,24,143,153,2,173,1,192,201,1,young,0.294117647,0.697755035,0.525619724,1,1,3,1
11,21,32,2,3599,61,74,1,92,101,4,123,26,143,151,1,172,1,191,201,1,other,0.25,0.815725762,0.593623398,0,1,2,1
12,18,32,3,3213,63,72,1,94,101,3,121,25,143,151,1,173,1,191,201,1,young,0.205882353,0.836964895,0.47308786,0,1,2,1
12,18,32,9,4439,61,75,1,93,102,1,121,33,141,152,1,174,1,192,201,1,other,0.205882353,0.769505888,0.530304789,0,1,3,1
13,10,32,0,3949,61,72,1,93,103,1,122,37,143,152,1,172,2,191,201,1,other,0.088235294,0.796467481,0.327386563,0,1,2,2
14,15,34,3,1459,61,73,4,92,101,2,123,43,143,152,1,172,1,191,201,1,other,0.161764706,0.933476395,0.366556484,0,1,1,2
12,13,34,3,882,61,72,4,93,103,4,121,23,143,152,2,173,1,191,201,1,young,0.132352941,0.965225047,0.483270323,1,1,1,1
12,24,32,3,3758,63,71,1,92,101,4,124,23,143,151,1,171,1,191,201,1,young,0.294117647,0.806977,0.437412958,1,1,2,1
14,6,33,9,1743,62,73,1,93,101,2,121,34,143,152,2,172,1,191,201,1,other,0.029411765,0.917849675,0.478560268,0,1,1,1
12,9,34,6,1136,64,75,4,93,101,3,124,32,143,153,2,173,2,191,201,2,other,0.073529412,0.951249037,0.562749479,0,1,1,1
14,9,32,4,1236,61,72,1,92,101,4,121,23,143,151,1,173,1,192,201,1,young,0.073529412,0.945746671,0.515214155,1,1,1,1
12,9,32,2,959,61,73,1,92,101,2,123,29,143,152,1,173,1,191,202,2,other,0.073529412,0.960988225,0.471538165,0,1,1,1
14,18,34,1,3229,65,71,2,93,101,4,124,38,143,152,1,174,1,192,201,1,other,0.205882353,0.836084516,0.465172131,0,1,2,2
11,12,30,3,6199,61,73,4,93,101,2,122,28,143,151,2,173,1,192,201,2,other,0.117647059,0.672664246,0.379592801,0,1,3,1
14,10,32,6,727,63,75,4,93,101,4,124,46,143,153,1,173,1,192,201,1,other,0.088235294,0.973753714,0.569672374,0,1,1,2
12,24,32,0,1246,61,72,4,93,101,2,121,23,142,152,1,172,1,191,201,2,young,0.294117647,0.945196434,0.346849131,1,1,1,1
14,12,34,3,2331,65,75,1,93,102,4,121,49,143,152,1,173,1,192,201,1,other,0.117647059,0.885495763,0.651747502,0,1,2,2
14,36,33,3,4463,61,73,4,93,101,2,123,26,143,152,2,174,1,192,201,2,other,0.470588235,0.76818532,0.486283452,0,2,3,1
14,12,32,3,776,61,73,4,94,101,2,121,28,143,152,1,173,1,191,201,1,other,0.117647059,0.971057555,0.388596207,0,1,1,1
11,30,32,2,2406,61,74,4,92,101,4,121,23,143,151,1,173,1,191,201,2,young,0.382352941,0.881368989,0.560692452,1,2,2,1
12,18,32,6,1239,65,73,4,93,101,4,124,61,143,153,1,173,1,191,201,1,other,0.205882353,0.9455816,0.493295619,0,1,1,3
13,12,32,3,3399,65,75,2,93,101,3,123,37,143,152,1,174,1,191,201,1,other,0.117647059,0.826730494,0.586550863,0,1,2,2
13,12,33,0,2247,61,73,2,92,101,2,123,36,142,152,2,173,1,192,201,1,other,0.117647059,0.890117751,0.482064771,0,1,2,2
14,6,32,2,1766,61,73,1,94,101,2,122,21,143,151,1,173,1,191,201,1,young,0.029411765,0.916584131,0.455069004,1,1,1,1
11,18,32,2,2473,61,71,4,93,101,1,123,25,143,152,1,171,1,191,201,2,young,0.205882353,0.877682403,0.201593443,0,1,2,1
14,12,32,9,1542,61,74,2,93,101,4,123,36,143,152,1,173,1,192,201,1,other,0.117647059,0.928909431,0.582305083,0,1,1,2
14,18,34,1,3850,61,74,3,93,101,1,123,27,143,152,2,173,1,191,201,1,other,0.205882353,0.801914823,0.451063041,0,1,2,1
11,18,32,2,3650,61,72,1,92,101,4,123,22,143,151,1,173,1,191,201,1,young,0.205882353,0.812919555,0.515125936,1,1,2,1
11,36,32,2,3446,61,75,4,93,101,2,123,42,143,152,1,173,2,191,201,2,other,0.470588235,0.824144382,0.519950254,0,2,2,2
12,18,32,2,3001,61,74,2,92,101,4,121,40,143,151,1,173,1,191,201,1,other,0.205882353,0.848629911,0.583785227,0,1,2,2
14,36,32,0,3079,65,73,4,93,101,4,121,36,143,152,1,173,1,191,201,1,other,0.470588235,0.844338065,0.523707219,0,2,2,2
14,18,34,3,6070,61,75,3,93,101,4,123,33,143,152,2,173,1,192,201,1,other,0.205882353,0.679762298,0.614383501,0,1,3,1
14,10,34,2,2146,61,72,1,92,101,3,121,23,143,151,2,173,1,191,201,1,young,0.088235294,0.89567514,0.508634499,1,1,2,1
14,60,34,0,13756,65,75,2,93,101,4,124,63,141,153,1,174,1,192,201,1,other,0.823529412,0.256850446,0.658365245,0,3,3,3
12,60,31,10,14782,62,75,3,92,101,4,124,60,141,153,2,174,1,192,201,2,other,0.823529412,0.20039617,0.663366,0,3,3,3
11,48,31,9,7685,61,74,2,92,103,4,123,37,143,151,1,173,1,191,201,2,other,0.647058824,0.590899087,0.61791465,0,2,3,2
14,18,33,3,2320,61,71,2,94,101,3,121,34,143,152,2,173,1,191,201,1,other,0.205882353,0.886101023,0.451221713,0,1,2,1
14,7,33,3,846,65,75,3,93,101,4,124,36,143,153,1,173,1,191,201,1,other,0.044117647,0.967205899,0.591253993,0,1,1,2
12,36,32,0,14318,61,75,4,93,101,2,124,57,143,153,1,174,1,192,201,2,other,0.470588235,0.225927149,0.431909839,0,2,3,3
14,6,34,0,362,62,73,4,92,101,4,123,52,143,152,2,172,1,191,201,1,other,0.029411765,0.99383735,0.49269751,0,1,1,3
11,20,32,2,2212,65,74,4,93,101,4,123,39,143,152,1,173,1,192,201,1,other,0.235294118,0.892043579,0.535318641,0,1,2,2
12,18,32,1,12976,61,71,3,92,101,4,124,38,143,153,1,174,1,192,201,2,other,0.205882353,0.299768901,0.334384729,0,1,3,2
14,22,32,0,1283,65,74,4,92,101,4,122,25,143,151,1,173,1,191,201,1,young,0.264705882,0.943160559,0.550300733,0,1,1,1
13,12,32,0,1330,61,72,4,93,101,1,121,26,143,152,1,173,1,191,201,1,other,0.117647059,0.940574447,0.289901676,0,1,1,1
14,30,33,9,4272,62,73,2,93,101,2,122,26,143,152,2,172,1,191,201,1,other,0.382352941,0.778694839,0.487326719,0,2,3,1
14,18,34,3,2238,61,73,2,92,101,1,123,25,143,152,2,173,1,191,201,1,young,0.205882353,0.890612964,0.452061144,0,1,2,1
