StatusExistingAcc,CreditHistory,Purpose,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,DurationMonth_C,CreditAmount_C,Age_C,rank
11,32,3,61,73,2,92,101,4,123,143,152,1,173,1,191,201,1,1,2,1,312
12,32,0,61,74,3,93,101,4,122,143,151,1,173,2,192,201,1,1,2,1,313
12,33,10,61,73,2,93,101,3,123,141,152,2,173,1,192,201,1,1,2,1,314
12,33,3,61,74,2,93,101,4,122,143,152,1,173,1,191,201,1,1,3,3,315
14,34,9,65,75,4,93,101,4,124,143,151,1,172,1,191,201,1,1,1,3,316
11,32,0,61,73,2,92,101,4,123,143,151,1,173,1,191,201,1,1,1,1,317
14,32,0,65,73,2,93,101,4,123,143,151,2,173,1,191,201,2,1,3,3,318
11,32,3,61,74,3,93,101,4,121,143,152,1,173,1,191,201,1,1,1,3,319
14,34,1,61,74,4,93,101,3,123,143,152,2,173,1,192,201,1,1,2,2,320
14,34,2,61,72,2,92,101,4,122,143,151,2,173,1,192,201,2,2,3,1,321
14,34,0,62,74,4,94,101,3,122,143,152,2,173,1,192,201,1,1,2,1,322
14,32,3,63,75,3,91,101,2,123,143,152,1,174,1,192,201,1,1,2,1,323
14,32,3,64,74,2,91,101,4,121,143,152,1,172,1,191,201,1,1,2,3,324
14,33,2,62,73,2,93,101,3,122,143,152,2,173,1,191,201,1,1,3,2,325
11,32,3,61,73,2,93,101,4,121,143,151,1,172,2,191,201,2,1,1,1,326
14,34,2,61,74,2,93,101,2,122,143,152,2,172,1,191,201,1,1,2,1,327
13,32,0,61,75,3,92,101,2,123,143,152,1,174,1,191,201,1,1,1,1,328
12,34,9,65,74,4,93,101,3,124,143,152,2,173,2,192,201,1,1,2,1,329
14,34,0,61,74,2,93,101,2,122,141,152,2,173,1,191,201,2,1,2,1,330
11,32,1,61,74,4,93,101,3,122,143,152,1,173,2,191,201,1,2,3,1,331
14,30,3,61,75,4,94,101,4,123,143,152,1,172,1,191,201,1,1,1,2,332
11,32,2,61,73,2,92,101,4,123,143,151,1,173,1,191,201,2,1,1,1,333
14,33,9,65,73,4,93,101,4,121,143,152,2,173,2,192,201,1,1,2,1,334
14,32,3,63,75,4,93,101,2,123,141,152,1,174,1,191,201,1,2,2,1,335
14,34,0,65,72,2,91,101,4,121,143,152,2,173,1,192,201,1,1,2,2,336
14,32,2,61,75,4,93,101,2,121,143,152,2,173,1,191,201,1,1,2,3,337
14,32,2,63,75,4,93,101,3,124,143,151,1,173,1,192,201,1,1,2,1,338
11,32,0,61,74,2,91,101,3,123,143,152,1,173,1,191,201,2,1,1,2,339
12,33,3,62,74,3,92,101,2,122,143,151,2,173,1,192,201,1,1,1,1,340
14,32,1,63,73,4,93,101,4,123,143,152,1,173,1,191,201,1,2,2,1,341
14,32,2,63,73,2,92,101,4,123,143,151,1,173,1,191,201,1,1,2,1,342
14,32,6,61,73,4,93,101,4,124,142,153,1,173,1,192,201,2,2,1,2,343
12,32,3,61,75,4,93,101,3,123,143,152,1,173,2,191,201,2,1,1,2,344
12,34,9,63,73,2,93,101,4,123,141,152,1,173,1,191,201,1,1,2,1,345
12,32,2,65,74,2,93,101,3,123,143,152,1,173,1,192,201,1,1,2,2,346
11,32,2,65,74,4,93,101,4,123,143,152,1,173,1,192,201,1,1,2,2,347
11,32,0,61,74,2,93,102,3,122,143,152,1,173,1,192,201,2,1,3,1,348
11,34,2,65,74,4,93,101,4,122,143,152,2,174,1,192,201,1,2,3,1,349
14,33,9,61,73,2,92,101,2,123,143,152,2,173,1,192,201,1,2,2,1,350
11,32,3,61,73,4,92,101,4,123,141,151,2,173,1,191,201,2,1,1,1,351
12,32,9,62,74,3,93,101,4,121,143,152,1,172,1,191,201,1,1,1,2,352
12,34,9,65,73,4,94,101,4,121,141,152,2,173,1,191,201,1,1,1,1,353
14,32,2,61,73,4,93,101,4,124,141,153,2,173,1,191,201,1,1,1,2,354
14,32,0,61,73,2,92,101,4,123,143,152,1,173,1,192,201,1,1,1,3,355
14,32,3,63,75,4,93,101,3,122,142,152,1,173,1,192,201,1,1,1,2,356
12,33,2,61,75,4,91,101,3,124,143,152,1,174,1,192,201,2,1,3,2,357
11,32,3,61,73,4,91,101,4,123,143,151,1,173,1,191,201,2,2,2,1,358
14,32,4,63,74,4,93,101,3,122,143,152,2,173,1,192,201,1,1,1,2,359
11,34,2,61,73,4,92,101,4,121,143,151,2,173,1,191,201,2,1,2,1,360
14,32,3,65,73,4,92,101,4,123,143,152,1,173,1,191,201,1,2,2,1,361
12,32,9,61,75,1,93,102,1,121,141,152,1,174,1,192,201,1,1,3,1,362
12,33,3,61,73,4,94,102,4,121,143,151,2,173,1,191,201,1,1,1,1,363
11,32,0,61,75,1,93,101,4,124,141,152,1,174,1,192,201,2,1,3,3,364
11,31,3,61,74,4,93,103,4,123,141,151,1,172,1,191,201,2,1,1,1,365
14,34,3,61,73,4,93,101,4,124,143,153,2,173,1,192,201,1,1,1,2,366
14,34,0,61,73,1,93,101,4,122,143,152,2,172,1,191,201,1,1,3,2,367
14,34,0,62,74,4,92,101,3,123,143,152,2,173,1,192,201,1,1,1,3,368
12,32,1,61,72,1,94,101,4,123,143,151,1,174,1,192,201,2,2,3,1,369
14,33,1,61,74,3,93,101,3,123,143,152,2,172,1,192,201,1,1,3,2,370
12,31,0,62,74,2,93,101,3,124,143,152,1,173,1,191,201,2,1,1,1,371
11,32,9,61,72,3,92,101,4,122,143,151,1,173,1,191,201,2,2,3,1,372
14,32,3,65,75,4,93,101,3,122,143,152,1,173,1,192,201,1,1,2,2,373
12,32,3,62,73,4,92,102,4,124,143,153,1,173,1,191,201,2,2,2,3,374
12,34,3,61,75,4,93,101,2,122,143,152,2,172,1,191,201,1,1,1,2,375
12,33,9,65,75,4,93,101,2,122,143,152,2,173,1,191,201,1,1,2,2,376
14,32,0,64,74,2,92,101,3,123,143,151,1,173,1,191,201,1,1,2,1,377
14,34,1,61,74,3,93,101,2,123,143,152,2,174,1,192,201,1,2,3,2,378
12,31,6,61,74,4,92,101,4,124,141,153,1,172,1,191,201,2,1,1,1,379
11,32,8,61,74,4,94,101,4,122,143,151,1,173,1,191,201,2,1,1,1,380
13,34,0,63,74,4,94,101,2,121,143,152,3,173,1,192,201,2,1,1,1,381
12,34,0,61,72,4,91,101,4,123,143,152,2,173,1,191,201,2,2,2,1,382
14,32,3,62,73,4,93,101,4,123,143,151,1,174,1,192,201,1,1,1,1,383
14,32,2,61,74,3,92,101,4,121,143,152,1,172,1,191,201,1,1,1,1,384
11,32,3,61,73,4,93,101,4,124,143,153,2,173,1,191,201,2,1,2,3,385
12,34,6,61,72,2,92,101,4,124,143,153,2,173,1,192,201,1,1,3,1,386
11,32,2,61,75,4,93,101,4,124,143,153,1,174,1,192,201,2,1,3,3,387
11,30,0,61,73,4,93,101,4,123,141,152,2,173,1,191,201,2,1,1,2,388
12,32,3,61,73,4,92,103,4,121,143,152,2,173,1,192,201,1,1,1,2,389
12,32,3,61,74,4,93,103,3,121,143,152,2,173,1,191,202,1,1,1,1,390
11,30,5,61,74,4,93,101,3,121,143,152,2,173,1,191,201,2,1,1,1,391
12,32,1,61,73,1,94,101,3,123,143,151,1,173,1,192,201,1,1,2,1,392
14,32,0,65,73,4,93,101,4,121,143,152,1,173,1,191,201,1,2,2,2,393
11,32,1,61,73,3,93,103,4,124,141,152,1,173,2,192,201,1,1,2,3,394
14,34,3,65,75,4,92,101,2,121,143,152,2,173,1,192,201,1,1,1,2,395
11,32,1,61,73,4,91,101,4,122,143,152,1,174,1,192,201,1,2,2,2,396
14,32,1,63,73,2,93,101,4,122,143,151,1,173,1,191,201,1,1,1,3,397
11,34,1,61,75,4,93,101,3,121,143,152,1,173,1,191,201,1,1,1,3,398
11,32,3,65,74,4,92,101,3,123,143,152,1,174,1,192,201,2,2,3,1,399
12,32,0,65,73,1,93,101,4,124,143,153,1,173,1,192,201,2,2,3,2,400
12,32,0,61,74,2,94,101,3,123,141,152,1,172,1,191,201,2,1,1,1,401
14,34,3,65,75,4,93,101,2,123,143,152,1,173,1,192,201,1,2,2,3,402
12,33,9,62,74,4,93,101,4,123,143,151,1,174,1,192,201,1,1,3,2,403
11,30,2,61,72,1,92,101,4,122,143,151,1,173,1,191,201,2,1,2,1,404
14,32,3,61,73,2,93,101,4,123,143,152,1,173,1,192,201,1,1,2,3,405
11,34,0,61,74,4,93,102,3,122,143,152,2,173,1,192,201,1,1,1,2,406
11,32,2,61,75,4,93,101,2,123,143,152,1,173,2,191,201,2,2,2,2,407
12,34,0,64,73,4,92,101,4,123,143,152,2,173,1,191,201,1,1,1,2,408
12,33,9,65,73,4,93,101,4,124,143,153,1,173,2,192,201,1,2,3,2,409
12,34,0,63,74,3,91,101,3,123,143,152,1,174,1,192,201,1,1,2,2,410
12,33,3,65,73,2,93,101,2,124,143,153,1,174,1,191,201,1,3,3,1,411
12,32,6,62,73,1,93,101,4,124,143,153,1,173,2,192,201,2,2,3,2,412
14,33,2,64,74,3,92,101,2,122,143,152,2,173,1,191,201,1,1,1,1,413
14,32,3,61,75,4,93,101,2,123,143,152,1,173,1,191,201,1,2,2,1,414
14,32,3,63,75,3,93,101,2,123,143,152,1,173,2,192,201,1,1,2,1,415
14,34,6,63,75,4,93,101,2,123,143,152,2,173,1,192,201,1,1,1,3,416
12,30,9,62,73,4,92,101,4,123,143,151,2,172,1,191,201,2,2,3,1,417
11,30,9,65,72,2,93,101,3,123,141,152,3,173,1,191,201,1,2,3,1,418
11,32,2,61,73,1,93,103,2,122,143,152,1,173,2,191,201,1,2,2,2,419
12,34,2,64,74,3,93,101,2,123,143,152,2,173,1,192,201,1,1,2,1,420
14,32,0,61,73,1,93,101,4,122,143,152,1,172,2,191,201,1,1,3,2,421
12,32,6,61,74,3,93,101,1,123,143,152,2,173,2,191,201,1,2,2,1,422
13,31,3,64,73,3,92,101,3,121,143,151,2,173,1,191,201,1,1,1,2,423
12,34,3,65,74,4,93,103,2,121,141,152,3,173,1,192,201,1,1,2,2,424
11,34,2,61,73,3,94,101,2,122,143,152,2,173,1,192,201,1,2,2,2,425
14,34,2,61,72,2,92,101,4,122,143,151,2,172,1,191,201,1,1,1,1,426
14,32,4,61,72,1,92,101,4,121,143,151,1,173,1,192,201,1,1,1,1,427
11,32,2,61,72,1,92,101,4,123,143,151,1,173,1,191,201,1,1,2,1,428
13,31,3,65,74,4,93,101,4,123,141,152,1,172,1,191,201,1,1,1,2,429
11,34,0,61,74,4,92,101,3,122,143,152,2,173,1,191,202,1,1,1,2,430
12,33,5,64,73,3,94,101,3,122,142,152,2,173,1,191,201,2,1,1,3,431
11,32,0,65,75,4,92,101,2,123,141,152,1,173,1,191,201,2,1,1,1,432
14,34,1,65,74,2,93,101,1,124,143,153,2,173,1,192,201,1,2,3,2,433
13,32,0,61,74,4,93,101,3,124,141,153,1,173,2,191,201,2,1,1,2,434
12,32,2,61,74,3,91,101,3,123,143,152,1,173,1,192,201,2,1,3,2,435
14,32,0,65,75,4,93,101,3,123,143,152,1,173,1,192,201,1,1,2,3,436
11,32,2,61,75,4,93,101,2,122,143,151,1,174,1,192,201,2,1,2,2,437
14,32,2,61,73,3,93,101,4,121,143,152,1,173,1,192,201,1,1,2,2,438
11,31,0,61,71,1,92,102,4,124,143,151,2,171,1,191,201,2,1,1,1,439
12,34,3,62,72,4,93,101,4,124,141,152,2,173,2,191,201,2,1,1,2,440
13,32,3,61,75,4,93,101,2,123,143,152,1,173,1,191,201,1,2,3,1,441
11,34,5,61,71,2,92,101,4,124,143,153,3,171,2,191,201,2,1,1,3,442
12,32,9,62,75,4,91,101,2,123,141,151,2,172,1,191,201,2,1,2,3,443
14,32,3,62,74,4,94,101,3,122,143,152,1,173,1,192,201,1,1,1,1,444
14,34,2,61,72,1,92,101,3,121,143,151,2,173,1,191,201,1,1,2,1,445
11,32,0,65,73,4,92,101,4,121,143,151,1,173,1,191,201,2,1,1,1,446
13,32,3,62,75,4,92,101,2,124,143,153,1,173,1,192,201,1,1,1,2,447
11,30,2,61,73,2,91,103,2,121,143,152,2,173,1,191,201,1,2,3,1,448
13,32,3,61,73,3,94,101,4,121,143,151,1,173,1,191,201,1,1,1,1,449
14,34,2,65,73,1,94,101,2,122,143,152,2,173,1,191,201,1,1,1,1,450
14,32,1,65,73,1,93,101,3,123,143,152,1,173,1,191,201,1,1,3,1,451
14,34,6,61,74,2,93,101,3,121,143,152,1,172,2,191,201,1,1,2,2,452
14,32,0,64,74,4,92,101,3,123,143,152,1,173,2,192,201,1,1,1,1,453
11,32,0,62,74,4,93,101,3,123,143,152,1,174,2,192,201,1,1,2,1,454
12,32,0,62,74,3,93,101,2,122,143,152,1,173,1,191,201,2,2,3,1,455
14,32,1,62,72,1,92,101,4,123,143,152,1,173,1,192,201,1,1,2,1,456
12,33,6,62,74,2,93,101,3,124,143,151,1,173,1,192,201,1,2,3,1,457
12,31,9,62,74,4,93,101,2,123,143,152,1,173,1,191,201,1,2,2,1,458
14,34,3,65,75,4,93,101,1,121,143,152,1,173,1,192,201,1,2,2,2,459
14,34,3,65,75,4,92,101,3,122,141,152,1,172,2,191,201,2,1,1,1,460
14,31,9,61,73,1,92,101,1,121,142,152,1,173,1,191,201,1,2,2,1,461
14,34,3,61,74,4,94,103,2,123,143,152,2,173,1,192,201,1,1,1,1,462
12,34,9,61,74,2,92,101,1,121,141,152,2,172,1,191,201,1,2,3,2,463
12,32,2,64,72,1,92,101,4,121,143,151,1,172,1,191,201,1,1,1,1,464
12,33,10,62,71,2,93,101,4,124,143,153,1,174,1,192,201,1,2,3,1,465
12,32,0,61,73,3,92,101,4,122,143,151,1,172,1,192,201,2,1,2,1,466
14,34,0,61,73,4,92,101,4,123,143,152,1,173,1,192,201,1,1,2,2,467
14,32,6,65,73,2,93,101,4,124,143,153,1,172,2,192,201,1,2,3,2,468
13,34,6,61,73,2,92,101,4,122,143,152,1,172,1,191,201,1,1,1,3,469
14,34,3,61,72,3,94,101,3,124,143,153,3,173,1,192,201,1,1,3,2,470
14,32,1,65,72,1,92,101,4,121,143,151,1,173,1,191,201,1,1,2,1,471
12,32,3,65,74,4,93,101,1,123,143,152,2,173,2,192,201,1,2,2,2,472
14,34,0,65,75,4,93,101,4,124,143,153,1,174,1,192,201,2,1,3,1,473
13,32,2,61,72,2,92,101,4,123,143,152,1,173,1,191,201,1,1,2,1,474
14,32,1,61,73,2,93,101,2,124,143,153,1,174,1,192,201,1,2,3,1,475
11,32,2,61,72,2,91,101,4,122,143,152,1,172,1,191,201,2,2,2,1,476
14,32,1,62,75,4,93,101,2,123,143,152,1,174,1,192,201,1,2,3,2,477
11,32,0,64,73,1,93,101,3,122,143,152,1,173,2,191,201,1,1,2,1,478
14,32,9,62,73,3,92,101,4,122,143,151,1,172,1,191,201,1,1,1,1,479
14,32,9,61,74,3,92,101,2,123,143,152,2,173,1,191,201,1,1,1,1,480
11,31,2,63,73,4,93,101,4,121,142,152,1,173,1,192,201,1,1,2,1,481
12,32,2,61,73,3,92,101,4,121,143,152,1,173,1,191,201,2,1,1,1,482
14,34,3,61,73,2,92,101,2,123,143,152,2,173,1,191,201,1,1,2,1,483
14,32,1,61,74,3,93,101,3,123,143,152,1,174,1,192,201,1,1,3,2,484
14,34,3,65,73,1,93,101,2,121,143,152,2,173,2,191,201,1,1,2,1,485
12,32,3,61,73,2,92,101,2,121,143,152,1,173,1,191,201,2,2,3,1,486
12,33,3,62,72,4,93,101,3,124,142,152,2,174,1,191,201,2,2,1,1,487
14,34,0,61,72,4,92,101,4,123,143,152,2,174,1,191,201,1,1,1,2,488
14,34,0,61,73,4,92,101,3,121,143,152,2,173,1,191,201,1,1,1,2,489
14,34,3,64,73,4,93,101,3,121,143,152,2,173,1,191,201,1,1,1,2,490
14,34,3,65,73,4,93,101,3,122,143,152,2,173,1,192,201,1,1,1,1,491
11,31,3,61,72,3,93,102,4,124,141,153,1,174,1,192,201,1,1,1,2,492
11,31,2,63,73,4,93,101,4,121,142,152,1,173,1,192,201,1,1,2,1,493
11,34,1,61,71,2,93,101,4,124,143,153,2,174,1,192,201,1,1,3,3,494
12,32,6,65,73,4,93,101,4,124,143,153,1,173,1,191,201,1,1,1,3,495
11,34,3,61,73,4,93,101,4,121,143,152,2,172,1,191,201,1,1,1,1,496
14,32,3,61,74,4,93,101,2,123,143,151,2,174,2,192,201,1,1,1,1,497
14,34,0,62,73,4,92,101,4,123,143,152,2,172,1,191,201,1,1,1,3,498
11,30,9,61,71,2,93,101,4,122,142,152,2,173,1,192,201,2,2,3,3,499
11,32,0,62,75,3,93,101,2,122,143,152,1,173,1,192,201,1,1,1,2,500
12,32,10,61,73,2,93,102,3,123,141,152,2,174,1,192,201,2,1,3,1,501
14,34,3,65,75,4,93,101,2,122,143,151,2,172,1,192,201,1,1,1,2,502
14,34,0,61,74,2,93,101,1,121,143,152,3,172,2,191,201,1,1,1,2,503
14,34,3,61,74,2,93,101,1,121,143,152,3,172,2,191,201,1,1,1,2,504
11,34,0,61,73,4,93,101,4,122,141,152,2,172,1,191,202,1,1,2,2,505
13,34,0,63,71,2,93,101,4,124,141,153,3,171,1,191,201,1,1,1,3,506
11,32,0,61,72,4,92,101,4,123,143,152,1,173,1,192,201,2,2,1,1,507
14,32,1,65,73,2,91,101,4,124,143,153,1,173,1,192,201,1,1,3,2,508
14,32,0,61,73,3,92,101,3,121,143,151,1,173,1,191,201,2,2,2,1,509
11,32,2,61,73,2,92,102,3,122,143,152,1,173,1,191,201,1,1,1,1,510
14,32,1,65,72,1,92,101,4,123,143,151,1,173,1,191,201,1,1,3,1,511
14,34,9,62,73,3,93,101,3,122,143,152,2,172,1,192,201,1,1,3,1,512
14,33,9,62,73,2,93,101,2,122,143,152,2,172,1,191,201,1,2,3,1,513
14,34,6,65,73,3,92,101,2,123,143,152,2,173,1,192,201,1,1,1,1,514
14,33,3,61,73,4,93,101,2,123,143,152,2,174,1,192,201,2,2,3,1,515
12,32,6,65,73,2,94,101,2,123,143,152,1,173,1,191,201,1,2,2,1,516
14,32,3,61,75,4,93,101,1,121,143,152,1,174,1,192,201,1,1,1,2,517
12,34,10,61,73,2,93,102,3,123,143,152,2,174,2,192,201,2,1,3,2,518
13,34,0,65,74,4,93,101,2,121,141,152,2,172,2,191,201,2,1,1,2,519
11,32,1,61,74,2,93,101,1,124,143,153,1,174,1,192,201,1,1,2,1,520
11,34,2,61,73,3,93,103,2,122,143,152,2,173,1,191,201,1,2,3,1,521
14,32,3,61,75,4,92,101,2,123,141,151,1,174,1,192,201,1,1,2,3,522
11,34,0,61,72,1,93,101,3,121,143,151,2,172,2,191,202,1,1,2,2,523
11,32,2,61,75,2,92,101,1,122,141,152,1,173,1,192,201,1,1,1,2,524
14,31,1,65,72,3,93,103,4,121,141,151,2,173,2,192,201,1,2,3,2,525
13,32,3,61,73,2,93,101,2,121,143,152,1,173,1,192,201,1,2,2,1,526
14,34,2,64,73,4,93,101,4,121,143,152,1,173,1,192,201,1,1,2,3,527
14,32,3,65,74,4,93,101,3,123,142,152,1,173,1,192,201,1,2,3,2,528
12,34,3,61,72,4,93,103,4,121,143,152,2,173,1,191,201,1,1,1,1,529
11,34,2,61,73,4,92,101,3,122,143,151,2,173,1,191,201,1,1,1,1,530
14,33,9,61,73,1,93,101,2,124,143,153,1,173,1,191,201,1,1,2,1,531
14,33,3,61,73,4,94,101,3,121,141,152,2,173,1,191,201,1,1,1,1,532
14,32,1,61,74,2,93,101,2,123,143,152,1,173,1,191,201,1,1,2,1,533
13,33,0,61,73,2,92,101,2,123,142,152,2,173,1,192,201,1,1,2,2,534
14,30,5,61,73,4,93,101,2,123,143,152,2,173,1,191,201,1,2,2,1,535
12,33,5,61,73,2,93,101,4,121,143,152,1,172,2,192,201,1,1,3,2,536
12,32,3,61,73,2,92,103,3,121,143,152,1,173,1,191,201,1,1,1,3,537
12,34,0,61,72,1,93,101,3,121,141,152,2,172,2,191,201,1,1,2,2,538
11,34,6,61,73,3,92,101,2,124,143,152,2,174,1,192,201,2,2,3,1,539
14,32,1,65,72,2,94,101,4,123,143,151,1,173,1,192,201,1,1,2,1,540
11,32,3,61,73,3,92,101,2,121,143,152,2,173,1,192,201,2,1,1,1,541
14,34,3,61,74,4,92,101,2,123,143,152,2,173,1,191,201,1,2,3,1,542
11,32,2,61,73,4,93,101,4,122,143,152,1,173,1,191,201,1,1,3,1,543
14,32,0,61,73,2,94,101,2,122,143,152,1,174,1,192,201,1,1,1,1,544
12,32,9,62,73,4,93,101,4,123,143,152,1,173,1,191,201,1,1,2,1,545
11,32,2,61,73,2,93,102,3,123,143,152,1,173,1,191,201,2,1,3,2,546
14,30,9,61,73,2,93,101,2,123,142,152,2,173,2,191,201,2,1,3,2,547
14,32,0,65,74,4,93,101,3,122,143,152,1,173,1,191,202,1,1,2,1,548
14,33,9,62,73,1,93,101,2,121,143,152,2,172,1,191,201,1,1,1,1,549
11,34,2,65,72,2,92,102,3,121,143,151,2,173,1,191,202,1,1,2,1,550
14,34,0,63,73,4,93,101,4,121,143,152,1,173,1,192,201,1,1,1,2,551
14,32,3,65,75,4,93,101,2,123,143,152,1,173,1,191,201,1,1,1,2,552
11,32,6,65,73,4,92,101,4,122,141,151,1,173,1,192,201,1,1,1,1,553
11,34,2,61,71,4,93,101,4,124,143,153,3,174,1,192,201,1,1,1,2,554
14,32,0,61,73,2,93,103,2,121,143,152,1,173,1,192,201,1,1,1,1,555
14,34,3,65,73,1,93,101,2,121,143,152,2,172,2,191,201,1,1,1,1,556
14,34,3,63,73,2,94,101,2,122,143,152,2,172,1,191,201,1,1,1,2,557
12,32,1,61,73,2,93,101,2,123,143,151,1,174,1,192,201,1,2,3,2,558
12,32,3,61,74,3,94,103,3,121,141,152,1,172,1,191,201,1,1,1,1,559
14,32,3,61,72,3,94,101,4,121,143,152,1,173,1,192,201,1,1,1,2,560
12,33,3,65,73,1,93,101,1,121,143,152,1,172,1,191,201,1,3,3,1,561
12,34,4,61,74,4,93,101,3,122,143,152,1,173,1,191,201,1,1,1,1,562
14,32,8,65,74,4,92,101,3,122,143,152,1,173,1,192,201,1,1,1,2,563
14,34,0,61,73,3,93,101,2,122,141,152,2,173,1,191,201,2,1,1,1,564
13,34,3,65,73,3,93,101,2,123,143,152,2,173,1,192,201,1,1,2,1,565
11,32,2,61,73,2,93,103,3,122,143,152,1,172,2,191,201,1,1,1,2,566
14,33,1,61,73,4,94,101,4,121,143,151,1,173,1,191,201,1,1,1,2,567
14,33,9,65,72,4,93,101,4,123,143,151,2,173,1,192,201,2,2,3,1,568
14,32,2,62,72,2,92,101,4,122,143,151,1,173,1,191,201,1,1,2,1,569
12,32,3,63,72,1,94,101,3,121,143,151,1,173,1,191,201,1,1,2,1,570
14,34,3,61,73,2,92,101,2,123,142,152,2,173,1,191,201,1,2,3,1,571
14,32,2,61,72,1,92,101,4,122,143,152,1,173,1,191,201,2,1,3,1,572
11,32,0,61,71,1,92,101,4,123,143,151,1,173,1,191,201,1,1,2,1,573
14,32,1,61,73,1,92,101,2,122,141,152,1,173,1,191,201,1,2,3,1,574
13,32,2,61,73,2,93,101,2,121,143,152,1,173,1,191,201,1,1,1,1,575
12,32,2,61,73,1,92,101,2,123,143,152,1,173,1,191,202,2,1,1,1,576
14,33,1,65,74,3,93,101,2,123,142,152,1,174,2,192,201,1,2,3,1,577
12,32,3,61,73,4,92,103,4,121,143,152,1,172,2,191,201,1,1,1,1,578
12,34,1,62,71,3,93,101,4,123,143,152,1,173,1,191,201,1,2,3,1,579
13,32,3,63,73,3,92,101,3,123,143,152,1,172,1,191,201,1,1,1,3,580
11,32,3,61,73,2,93,101,2,121,143,151,1,174,2,192,201,1,1,1,1,581
13,34,3,65,74,4,93,101,2,122,143,152,2,173,1,192,201,1,1,1,1,582
11,32,0,61,73,4,92,103,4,122,143,152,1,173,1,192,201,1,1,1,1,583
12,32,0,61,72,3,92,101,4,123,143,152,1,172,1,192,201,2,1,1,1,584
11,34,0,61,73,1,93,101,2,121,143,152,2,172,2,191,201,1,1,2,2,585
12,32,3,61,75,4,94,103,2,121,143,152,1,172,1,191,201,1,1,1,1,586
11,32,0,62,73,3,93,101,4,123,143,152,1,172,2,192,201,1,1,3,2,587
12,32,1,65,71,1,91,101,4,121,143,152,1,174,1,192,201,1,1,3,3,588
12,34,2,61,74,2,93,101,2,122,143,152,1,173,1,191,201,2,2,3,2,589
11,34,0,61,73,2,93,101,2,121,143,151,2,173,2,191,201,1,1,2,2,590
11,34,2,61,72,4,92,102,4,124,143,151,2,172,1,192,201,2,2,3,1,591
11,32,0,65,74,2,93,102,2,121,143,152,1,172,1,191,202,1,1,2,1,592
12,30,0,62,72,3,92,101,3,123,143,152,2,173,1,191,201,2,1,2,1,593
14,32,3,61,74,2,94,101,2,121,143,151,1,173,1,191,201,1,1,2,1,594
14,32,2,65,74,4,93,101,2,123,142,152,1,173,1,192,201,1,1,1,1,595
11,32,9,61,73,4,92,101,4,122,143,152,1,172,1,191,201,1,1,1,1,596
14,32,3,65,73,4,93,101,4,124,143,153,1,173,1,192,201,1,1,2,2,597
12,34,2,61,72,2,92,101,4,123,141,152,1,172,1,191,201,2,1,3,1,598
11,33,6,65,73,1,92,101,2,123,143,151,2,173,1,192,201,1,1,3,1,599
11,33,3,61,72,4,94,101,4,121,142,152,1,173,1,191,201,2,1,1,2,600
14,34,1,65,71,2,93,101,4,124,143,152,1,174,1,192,201,1,1,2,2,601
12,32,1,63,72,3,92,101,4,123,143,151,1,173,1,191,201,2,1,3,1,602
12,30,9,61,73,2,92,101,1,123,143,152,2,173,1,191,201,1,2,3,1,603
11,32,3,61,72,4,92,101,4,122,143,151,1,174,1,192,201,1,1,2,1,604
11,32,0,61,72,4,92,101,4,122,143,151,1,173,1,191,201,2,1,1,1,605
11,34,3,61,74,4,94,101,1,122,143,152,2,174,1,192,201,1,1,1,1,606
12,32,3,61,72,2,92,103,4,122,143,152,1,172,1,191,201,1,1,2,1,607
14,34,0,64,73,2,92,101,2,121,141,152,2,172,1,191,201,1,1,1,2,608
14,32,0,61,73,3,94,101,2,121,143,152,2,173,1,192,201,1,1,1,1,609
14,34,3,61,74,3,93,102,2,123,143,152,1,173,1,191,201,1,2,3,2,610
11,34,0,61,73,2,93,101,2,121,143,151,2,173,2,191,201,1,1,2,2,611
14,32,2,61,72,2,93,101,3,122,141,152,2,172,1,191,201,1,1,2,1,612
14,34,9,61,73,3,92,101,2,121,143,152,2,173,1,191,201,1,1,1,1,613
12,32,1,61,72,2,93,101,3,123,143,152,2,173,1,191,201,1,2,3,1,614
11,34,9,62,74,4,93,101,1,121,143,152,2,173,1,192,201,1,1,1,1,615
12,34,2,61,74,4,93,101,3,123,143,151,1,173,1,192,201,1,1,1,2,616
11,32,3,63,73,2,93,101,3,121,143,151,1,173,2,191,201,1,1,2,2,617
12,32,0,62,73,2,93,101,2,123,143,152,2,173,1,192,201,1,1,3,1,618
13,32,0,62,73,1,92,101,1,123,141,152,1,174,1,192,201,1,1,2,1,619
14,34,3,62,73,1,92,101,1,122,143,152,2,173,1,191,201,1,1,1,1,620
11,31,3,61,73,4,92,101,4,121,141,152,1,172,1,191,201,2,1,1,1,621
13,34,0,61,73,1,93,101,1,121,143,152,3,171,2,191,202,1,1,1,3,622
14,32,1,64,74,3,93,101,2,122,143,152,1,173,1,191,202,1,1,1,3,623
11,32,6,61,73,4,93,101,4,123,143,151,1,172,2,191,201,2,1,1,2,624
14,32,1,65,71,2,92,101,4,122,143,151,1,174,1,192,201,1,1,3,1,625
