school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,student's school,student's sex,student's age,student's home address type,family size,parent's cohabitation status,mother's education,father's education,mother's job,father's job,reason to choose this school,student's guardian,home to school travel time,weekly study time,number of past class failures,extra educational support,family educational support,extra paid classes within the course subject,extra-curricular activities,attended nursery school,wants to take higher education,Internet access at home,with a romantic relationship,quality of family relationships,free time after school,going out with friends,workday alcohol consumption,weekend alcohol consumption,current health status,number of school absences,first period grade,second period grade,final grade,rank
GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,15,GP,female,15-17,urban,less or equal to 3,living together,higher education,secondary education,teacher,civial services,course preference,mother,30 min to 1 hour,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,excellent,above average,average,very low,below average,very bad,< 30,> 15,11 to 15,11 to 15,51.0
GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,4,13,13,12,GP,male,15-17,urban,greater than 3,part,higher education,higher education,other,civial services,school reputation,mother,< 15 min,> 10 hours,0,no,yes,no,yes,no,yes,yes,yes,very bad,average,average,very high,very high,average,< 30,11 to 15,11 to 15,11 to 15,137.0
GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,5,4,7,7,6,GP,female,15-17,urban,greater than 3,living together,secondary education,primary education (4th grade),civial services,other,course preference,mother,< 15 min,> 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,good,average,average,very low,below average,very good,< 30,5 to 10,5 to 10,5 to 10,340.0
GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,1,3,1,3,4,2,8,9,8,GP,female,15-17,rural,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,healthcare related,civial services,school reputation,mother,15 to 30 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,good,very low,average,very low,average,good,< 30,5 to 10,5 to 10,5 to 10,296.0
GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,12,16,16,16,GP,female,15-17,rural,less or equal to 3,living together,secondary education,primary education (4th grade),other,other,school reputation,father,15 to 30 min,> 10 hours,0,no,yes,no,no,no,yes,yes,no,good,above average,below average,below average,average,average,< 30,> 15,> 15,> 15,29.0
GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,0,13,15,15,GP,male,15-17,urban,greater than 3,living together,secondary education,primary education (4th grade),other,other,school reputation,father,15 to 30 min,> 10 hours,0,no,yes,yes,no,yes,yes,yes,no,good,average,below average,very low,very low,very good,< 30,11 to 15,11 to 15,11 to 15,52.0
GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,10,10,10,GP,male,15-17,urban,greater than 3,living together,higher education,5th to 9th grade,other,other,course preference,mother,< 15 min,> 10 hours,0,no,no,no,no,yes,yes,yes,no,average,average,average,very low,very low,average,< 30,5 to 10,5 to 10,5 to 10,217.0
GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,2,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,8,6,5,GP,female,15-17,rural,greater than 3,living together,primary education (4th grade),primary education (4th grade),other,other,school reputation,mother,< 15 min,2 to 5 hours,2,yes,yes,no,no,no,yes,yes,yes,average,average,above average,below average,above average,very good,< 30,5 to 10,5 to 10,5 to 10,351.0
GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,2,12,12,14,GP,male,15-17,urban,greater than 3,living together,secondary education,primary education (4th grade),other,other,school reputation,mother,< 15 min,< 2 hours,0,no,no,no,yes,yes,yes,no,no,excellent,average,below average,below average,below average,very good,< 30,11 to 15,11 to 15,11 to 15,78.0
GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,2,4,5,54,11,12,11,GP,female,15-17,urban,greater than 3,living together,secondary education,secondary education,other,civial services,close to home,mother,< 15 min,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,no,good,average,average,below average,above average,very good,30 to 60,11 to 15,11 to 15,11 to 15,175.0
GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,2,3,5,6,9,9,10,GP,male,15-17,urban,greater than 3,living together,higher education,secondary education,teacher,other,close to home,mother,< 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,average,average,below average,average,very good,< 30,5 to 10,5 to 10,5 to 10,218.0
GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,8,11,11,10,GP,male,15-17,urban,greater than 3,living together,higher education,none,teacher,other,course preference,mother,15 to 30 min,> 10 hours,0,no,no,no,yes,yes,yes,yes,no,average,above average,average,very low,very low,very bad,< 30,11 to 15,11 to 15,5 to 10,219.0
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,no,yes,no,yes,yes,yes,yes,5,2,3,1,3,3,0,11,11,11,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,school reputation,mother,< 15 min,> 10 hours,0,no,no,yes,no,yes,yes,yes,yes,excellent,below average,average,very low,average,average,< 30,11 to 15,11 to 15,11 to 15,176.0
GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,2,8,8,10,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,close to home,mother,15 to 30 min,< 2 hours,3,yes,yes,no,yes,yes,no,yes,no,good,very high,very low,very low,very low,average,< 30,5 to 10,5 to 10,5 to 10,220.0
GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,12,5,5,5,GP,female,15-17,urban,greater than 3,living together,secondary education,higher education,at home,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,bad,above average,average,very low,below average,average,< 30,5 to 10,5 to 10,5 to 10,352.0
GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,yes,yes,no,yes,yes,yes,3,2,2,1,3,3,2,10,12,12,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,other,civial services,course preference,father,< 15 min,< 2 hours,0,yes,yes,yes,yes,no,yes,yes,yes,average,below average,below average,very low,average,average,< 30,5 to 10,11 to 15,11 to 15,138.0
GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,yes,no,no,yes,yes,no,5,3,2,1,2,5,4,11,10,11,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,other,other,close to home,mother,< 15 min,5 to 10 hours,0,yes,no,yes,no,no,yes,yes,no,excellent,average,below average,very low,below average,very good,< 30,11 to 15,5 to 10,11 to 15,177.0
GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,5,10,7,6,6,GP,female,15-17,urban,less or equal to 3,living together,secondary education,5th to 9th grade,civial services,other,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,good,above average,above average,very low,very low,very good,< 30,5 to 10,5 to 10,5 to 10,341.0
GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,4,15,15,15,GP,male,15-17,urban,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,civial services,civial services,close to home,mother,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,excellent,average,average,very low,average,good,< 30,11 to 15,11 to 15,11 to 15,53.0
GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,9,10,10,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),primary education (4th grade),other,other,close to home,father,< 15 min,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,no,good,average,below average,below average,average,good,< 30,5 to 10,5 to 10,5 to 10,221.0
GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,2,no,no,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,7,9,8,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,civial services,civial services,school reputation,father,15 to 30 min,2 to 5 hours,2,no,no,yes,no,yes,yes,yes,yes,good,above average,above average,below average,average,very good,< 30,5 to 10,5 to 10,5 to 10,297.0
GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,4,8,7,6,GP,female,15-17,urban,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,at home,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,good,average,above average,very low,below average,bad,< 30,5 to 10,5 to 10,5 to 10,342.0
GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,13,14,14,GP,female,15-17,urban,greater than 3,living together,higher education,5th to 9th grade,other,other,school reputation,mother,< 15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,excellent,average,average,very low,average,very bad,< 30,11 to 15,11 to 15,11 to 15,79.0
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,1,no,no,yes,yes,no,yes,yes,no,4,4,2,1,1,3,12,11,10,10,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,civial services,other,school reputation,father,15 to 30 min,2 to 5 hours,1,no,no,yes,yes,no,yes,yes,no,good,above average,below average,very low,very low,average,< 30,11 to 15,5 to 10,5 to 10,222.0
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,18,8,6,7,GP,male,15-17,urban,less or equal to 3,part,higher education,higher education,teacher,healthcare related,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,good,very low,average,average,very high,very good,< 30,5 to 10,5 to 10,5 to 10,327.0
GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,3,4,0,7,7,8,GP,female,15-17,urban,greater than 3,living together,secondary education,secondary education,other,other,close to home,mother,< 15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,yes,good,average,average,very low,average,good,< 30,5 to 10,5 to 10,5 to 10,298.0
GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,5,5,1,3,1,4,16,17,18,GP,female,15-17,urban,greater than 3,living together,higher education,secondary education,civial services,other,school reputation,mother,< 15 min,< 2 hours,0,no,no,yes,yes,yes,yes,yes,no,good,very high,very high,very low,average,very bad,< 30,> 15,> 15,> 15,9.0
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,4,7,6,6,GP,female,15-17,urban,less or equal to 3,living together,secondary education,primary education (4th grade),other,other,close to home,father,< 15 min,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,average,average,average,below average,average,bad,< 30,5 to 10,5 to 10,5 to 10,343.0
GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,0,11,10,10,GP,female,15-17,urban,greater than 3,living together,higher education,5th to 9th grade,teacher,civial services,close to home,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,excellent,average,average,very low,very low,very bad,< 30,11 to 15,5 to 10,5 to 10,223.0
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,6,11,13,14,GP,male,15-17,urban,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,civial services,healthcare related,school reputation,mother,< 15 min,> 10 hours,0,no,yes,no,yes,yes,yes,yes,no,good,average,above average,very low,very low,good,< 30,11 to 15,11 to 15,11 to 15,80.0
GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,1,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,2,7,10,10,GP,female,15-17,rural,greater than 3,living together,primary education (4th grade),primary education (4th grade),at home,other,close to home,mother,15 to 30 min,> 10 hours,1,yes,yes,yes,yes,yes,yes,yes,no,average,very low,below average,very low,very low,very bad,< 30,5 to 10,5 to 10,5 to 10,224.0
GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,1,4,2,11,15,15,GP,male,15-17,rural,greater than 3,living together,higher education,secondary education,civial services,other,school reputation,mother,15 to 30 min,< 2 hours,0,yes,yes,no,yes,no,yes,yes,no,average,average,average,very low,very low,good,< 30,11 to 15,11 to 15,11 to 15,54.0
GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,yes,4,3,5,1,1,5,2,8,9,10,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,yes,good,average,very high,very low,very low,very good,< 30,5 to 10,5 to 10,5 to 10,225.0
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,6,11,14,14,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,other,other,school reputation,mother,< 15 min,< 2 hours,0,no,no,no,yes,no,yes,yes,no,excellent,average,above average,very low,below average,very bad,< 30,11 to 15,11 to 15,11 to 15,81.0
GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,3,0,7,9,8,GP,female,15-17,urban,greater than 3,living together,higher education,secondary education,other,at home,course preference,mother,< 15 min,5 to 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,excellent,average,very high,very low,very low,average,< 30,5 to 10,5 to 10,5 to 10,299.0
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,7,7,5,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,civial services,civial services,other,mother,< 15 min,< 2 hours,0,yes,yes,yes,yes,yes,yes,yes,no,good,very high,very high,very high,very high,good,< 30,5 to 10,5 to 10,5 to 10,353.0
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,17,17,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,civial services,teacher,other,father,< 15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,good,above average,average,very low,very low,good,< 30,> 15,> 15,> 15,20.0
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,10,13,14,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,civial services,other,course preference,mother,< 15 min,< 2 hours,0,no,yes,no,yes,no,yes,yes,no,excellent,average,average,very low,very low,very good,< 30,5 to 10,11 to 15,11 to 15,82.0
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,2,26,7,6,6,GP,female,15-17,urban,greater than 3,living together,secondary education,5th to 9th grade,civial services,other,close to home,mother,15 to 30 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,good,average,very high,very low,very low,bad,< 30,5 to 10,5 to 10,5 to 10,344.0
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,18,18,GP,male,15-17,urban,greater than 3,part,secondary education,higher education,civial services,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,excellent,above average,above average,very low,very low,very bad,< 30,> 15,> 15,> 15,10.0
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,11,11,GP,female,15-17,urban,greater than 3,part,secondary education,secondary education,other,healthcare related,school reputation,father,< 15 min,> 10 hours,0,yes,no,no,no,yes,yes,no,no,good,average,average,very low,very low,good,< 30,5 to 10,11 to 15,11 to 15,178.0
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,8,7,8,8,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,course preference,mother,< 15 min,> 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,excellent,very low,below average,very low,very low,average,< 30,5 to 10,5 to 10,5 to 10,300.0
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,16,18,18,GP,male,15-17,urban,greater than 3,living together,secondary education,secondary education,civial services,other,close to home,father,< 15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,excellent,average,average,very low,very low,very good,< 30,> 15,> 15,> 15,11.0
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,10,13,13,GP,male,15-17,rural,greater than 3,living together,higher education,higher education,other,other,close to home,father,> 1 hour,> 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,very bad,average,very high,average,very high,very bad,< 30,5 to 10,11 to 15,11 to 15,105.0
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,4,14,15,16,GP,female,15-17,urban,less or equal to 3,living together,higher education,higher education,healthcare related,healthcare related,other,mother,< 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,excellent,above average,very high,very low,very low,good,< 30,11 to 15,11 to 15,> 15,30.0
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,6,18,19,19,GP,male,15-17,urban,less or equal to 3,part,higher education,higher education,teacher,teacher,course preference,mother,< 15 min,< 2 hours,0,no,no,no,yes,yes,yes,yes,no,excellent,very high,average,very low,very low,good,< 30,> 15,> 15,> 15,3.0
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,0,7,10,10,GP,female,15-17,rural,greater than 3,living together,secondary education,secondary education,civial services,other,school reputation,father,< 15 min,5 to 10 hours,1,yes,yes,no,yes,yes,yes,yes,no,good,very low,below average,very low,very low,bad,< 30,5 to 10,5 to 10,5 to 10,226.0
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,6,10,13,13,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,at home,other,close to home,mother,< 15 min,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,average,very low,below average,very low,very low,very good,< 30,5 to 10,11 to 15,11 to 15,106.0
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,19,19,GP,male,15-17,urban,less or equal to 3,living together,higher education,5th to 9th grade,teacher,other,course preference,mother,< 15 min,< 2 hours,0,no,no,no,no,yes,yes,yes,no,average,very high,below average,very low,very low,average,< 30,> 15,> 15,> 15,4.0
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,9,9,9,GP,male,15-17,rural,greater than 3,living together,5th to 9th grade,primary education (4th grade),healthcare related,civial services,school reputation,mother,< 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,excellent,above average,below average,very low,very low,very good,< 30,5 to 10,5 to 10,5 to 10,271.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,15,15,16,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,teacher,teacher,course preference,father,< 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,excellent,above average,above average,very low,below average,very good,< 30,11 to 15,11 to 15,> 15,31.0
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2,11,13,14,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,other,teacher,school reputation,father,15 to 30 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,good,above average,average,very low,very low,bad,< 30,11 to 15,11 to 15,11 to 15,83.0
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,13,14,13,GP,male,15-17,urban,greater than 3,living together,secondary education,secondary education,other,civial services,close to home,father,15 to 30 min,< 2 hours,0,no,no,no,yes,yes,yes,yes,no,excellent,above average,below average,very low,very low,very good,< 30,11 to 15,11 to 15,11 to 15,107.0
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,9,7,8,GP,male,15-17,rural,greater than 3,living together,primary education (4th grade),secondary education,other,other,course preference,father,30 min to 1 hour,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,excellent,below average,above average,very low,above average,very good,< 30,5 to 10,5 to 10,5 to 10,301.0
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,6,14,13,13,GP,male,15-17,urban,greater than 3,living together,secondary education,higher education,other,other,school reputation,father,< 15 min,< 2 hours,0,no,no,no,no,yes,yes,yes,no,average,above average,average,very low,below average,good,< 30,11 to 15,11 to 15,11 to 15,108.0
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,2,16,15,15,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),5th to 9th grade,at home,civial services,course preference,mother,< 15 min,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,average,below average,average,very low,below average,very bad,< 30,> 15,11 to 15,11 to 15,55.0
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,civial services,civial services,close to home,father,< 15 min,> 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,excellent,very high,above average,very low,below average,very good,< 30,> 15,11 to 15,11 to 15,56.0
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,13,13,13,GP,female,15-17,urban,less or equal to 3,living together,5th to 9th grade,higher education,other,healthcare related,course preference,father,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,good,below average,below average,very low,below average,very good,< 30,11 to 15,11 to 15,11 to 15,109.0
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,14,11,13,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,healthcare related,other,course preference,mother,< 15 min,< 2 hours,0,no,yes,no,yes,yes,yes,yes,no,average,above average,above average,very low,above average,very good,< 30,11 to 15,11 to 15,11 to 15,110.0
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0,8,7,8,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,close to home,mother,< 15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,excellent,above average,above average,very low,very low,very good,< 30,5 to 10,5 to 10,5 to 10,302.0
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,13,13,12,GP,male,15-17,urban,greater than 3,living together,secondary education,higher education,civial services,civial services,close to home,father,< 15 min,< 2 hours,0,yes,no,no,no,yes,yes,yes,no,excellent,very high,very high,average,below average,very good,< 30,11 to 15,11 to 15,11 to 15,139.0
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,7,10,11,GP,female,15-17,urban,less or equal to 3,part,secondary education,higher education,other,other,close to home,mother,< 15 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,excellent,average,below average,very low,very low,very bad,< 30,5 to 10,5 to 10,11 to 15,179.0
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,2,7,8,9,GP,female,18-20,urban,greater than 3,living together,none,primary education (4th grade),at home,other,course preference,other,< 15 min,2 to 5 hours,3,no,yes,no,no,no,no,no,no,average,above average,below average,very low,very low,very good,< 30,5 to 10,5 to 10,5 to 10,272.0
GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,7,4,0,GP,male,18-20,rural,greater than 3,living together,5th to 9th grade,5th to 9th grade,civial services,other,school reputation,mother,< 15 min,< 2 hours,2,no,yes,no,yes,yes,yes,yes,no,average,average,average,very low,below average,good,< 30,5 to 10,< 5,< 5,358.0
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18,GP,male,15-17,rural,greater than 3,living together,higher education,higher education,teacher,teacher,course preference,mother,< 15 min,< 2 hours,0,no,no,yes,yes,yes,yes,yes,no,average,very high,very high,below average,very high,good,< 30,> 15,> 15,> 15,12.0
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,12,0,0,GP,female,15-17,rural,greater than 3,living together,secondary education,higher education,civial services,teacher,course preference,father,15 to 30 min,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,yes,good,below average,below average,below average,below average,very good,< 30,11 to 15,< 5,< 5,359.0
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),primary education (4th grade),at home,other,course preference,mother,30 min to 1 hour,< 2 hours,0,no,yes,no,yes,no,yes,yes,yes,good,average,average,very low,below average,good,< 30,5 to 10,< 5,< 5,360.0
